schengen_state,origin_country,origin_consulate,visas_applied,visas_issued,visas_not_issued,visa_refusal_rate,year
Netherlands,USA,"WASHINGTON, DC",2146.0,1944.0,60.0,0.029940119760479,2022
Netherlands,VENEZUELA,CARACAS,1.0,0.0,1.0,1.0,2022
Netherlands,VIETNAM,HANOI,2699.0,2263.0,281.0,0.1104559748427673,2022
Netherlands,VIETNAM,HO CHI MINH,36.0,26.0,3.0,0.1034482758620689,2022
Netherlands,ZIMBABWE,HARARE,615.0,541.0,70.0,0.1145662847790507,2022
Norway,AUSTRALIA,CANBERRA,440.0,332.0,93.0,0.2188235294117647,2022
Norway,CHINA,BEIJING,455.0,417.0,38.0,0.0835164835164835,2022
Norway,CHINA,GUANGZHOU (CANTON),330.0,310.0,20.0,0.0606060606060606,2022
Norway,CHINA,SHANGHAI,301.0,285.0,16.0,0.0531561461794019,2022
Norway,DENMARK,COPENHAGEN,2.0,1.0,1.0,0.5,2022
Norway,EGYPT,CAIRO,2.0,2.0,0.0,0.0,2022
Norway,GHANA,ACCRA,3806.0,1162.0,2637.0,0.6941300342195315,2022
Norway,GREECE,ATHENS,6.0,5.0,1.0,0.1666666666666666,2022
Norway,INDIA,NEW DELHI,18016.0,15389.0,2618.0,0.1453879047037263,2022
Norway,IRAN,TEHERAN,7.0,2.0,0.0,0.0,2022
Norway,ITALY,ROME,3.0,3.0,0.0,0.0,2022
Norway,JORDAN,AMMAN,2818.0,1627.0,1055.0,0.3933631618195377,2022
Norway,KENYA,NAIROBI,1764.0,1298.0,451.0,0.2578616352201258,2022
Norway,KOSOVO,PRISTINA,1.0,0.0,0.0,,2022
Norway,LEBANON,BEIRUT,1.0,1.0,0.0,0.0,2022
Norway,MADAGASCAR,ANTANANARIVO,1.0,0.0,1.0,1.0,2022
Norway,NETHERLANDS,THE HAGUE,2.0,1.0,1.0,0.5,2022
Norway,PAKISTAN,ISLAMABAD,1.0,1.0,0.0,0.0,2022
Norway,RUSSIAN FEDERATION,MOSCOW,4123.0,3130.0,990.0,0.2402912621359223,2022
Norway,RUSSIAN FEDERATION,MURMANSK,22.0,22.0,0.0,0.0,2022
Norway,SOUTH AFRICA,PRETORIA,3612.0,3423.0,188.0,0.0520631404043201,2022
Norway,SOUTH SUDAN,JUBA,4.0,1.0,0.0,0.0,2022
Norway,SPAIN,MADRID,1.0,1.0,0.0,0.0,2022
Norway,SWEDEN,STOCKHOLM,3.0,2.0,1.0,0.3333333333333333,2022
Norway,THAILAND,BANGKOK,15338.0,13709.0,1531.0,0.1004593175853018,2022
Norway,TÜRKIYE,ANKARA,4648.0,2113.0,1482.0,0.4122392211404729,2022
Norway,UNITED ARAB EMIRATES,ABU DHABI,9046.0,6181.0,2804.0,0.3120756816917084,2022
Norway,UNITED KINGDOM,LONDON,5160.0,4753.0,380.0,0.0740307812195597,2022
Norway,USA,"NEW YORK, NY",2550.0,2136.0,411.0,0.1613663133097762,2022
Poland,ALBANIA,TIRANA,435.0,414.0,21.0,0.0482758620689655,2022
Poland,ALGERIA,ALGIERS,2276.0,1454.0,797.0,0.3540648600621945,2022
Poland,ANGOLA,LUANDA,667.0,318.0,349.0,0.5232383808095952,2022
Poland,ARGENTINA,BUENOS AIRES,8.0,5.0,2.0,0.2857142857142857,2022
Poland,ARMENIA,YEREVAN,3070.0,2924.0,130.0,0.0425671250818598,2022
Poland,AUSTRALIA,SYDNEY,112.0,112.0,0.0,0.0,2022
Poland,AZERBAIJAN,BAKU,2078.0,1911.0,161.0,0.0777027027027027,2022
Poland,BELARUS,BREST,4748.0,4653.0,182.0,0.0376421923474663,2022
Poland,BELARUS,GRODNO,8654.0,8392.0,261.0,0.0301629492661504,2022
Poland,BELARUS,MINSK,4391.0,4232.0,157.0,0.035771246297562,2022
Poland,BOSNIA AND HERZEGOVINA,SARAJEVO,17.0,17.0,0.0,0.0,2022
Poland,BRAZIL,BRASILIA,16.0,16.0,0.0,0.0,2022
Poland,BRAZIL,CURITIBA,8.0,8.0,0.0,0.0,2022
Poland,BULGARIA,SOFIA,411.0,381.0,29.0,0.0707317073170731,2022
Poland,CANADA,MONTREAL,101.0,97.0,2.0,0.0202020202020202,2022
Poland,CANADA,OTTAWA,75.0,72.0,2.0,0.027027027027027,2022
Poland,CANADA,TORONTO,144.0,142.0,2.0,0.0138888888888888,2022
Poland,CANADA,VANCOUVER,96.0,96.0,0.0,0.0,2022
Poland,CHILE,SANTIAGO DE CHILE,3.0,2.0,1.0,0.3333333333333333,2022
Poland,CHINA,BEIJING,601.0,518.0,83.0,0.1381031613976705,2022
Poland,CHINA,CHENGDU,48.0,46.0,2.0,0.0416666666666666,2022
Poland,CHINA,GUANGZHOU (CANTON),409.0,352.0,55.0,0.1351351351351351,2022
Poland,CHINA,SHANGHAI,682.0,640.0,38.0,0.0560471976401179,2022
Poland,COLOMBIA,BOGOTA,3.0,3.0,0.0,0.0,2022
Poland,CROATIA,ZAGREB,25.0,24.0,1.0,0.04,2022
Poland,CUBA,HAVANA,181.0,168.0,13.0,0.0718232044198895,2022
Poland,CYPRUS,NICOSIA,354.0,273.0,79.0,0.2244318181818181,2022
Poland,DENMARK,COPENHAGEN,1.0,1.0,0.0,0.0,2022
Poland,EGYPT,CAIRO,2142.0,1770.0,364.0,0.1705716963448922,2022
Poland,ETHIOPIA,ADDIS ABEBA,503.0,388.0,112.0,0.224,2022
Poland,FINLAND,HELSINKI,2.0,1.0,0.0,0.0,2022
Poland,GEORGIA,TBILISSI,353.0,337.0,16.0,0.0453257790368272,2022
Poland,GERMANY,BERLIN,2.0,2.0,0.0,0.0,2022
Poland,GREECE,ATHENS,6.0,6.0,0.0,0.0,2022
Poland,HONG KONG S.A.R.,HONG KONG,47.0,47.0,0.0,0.0,2022
Poland,INDIA,MUMBAI,6876.0,5670.0,1201.0,0.1747926066074807,2022
Poland,INDIA,NEW DELHI,3496.0,2666.0,807.0,0.2323639504750936,2022
Poland,INDONESIA,JAKARTA,944.0,839.0,104.0,0.1102863202545069,2022
Poland,IRAN,TEHERAN,1016.0,731.0,262.0,0.2638469284994965,2022
Poland,IRAQ,ERBIL,578.0,317.0,239.0,0.4298561151079136,2022
Poland,IRELAND,DUBLIN,394.0,386.0,6.0,0.0153061224489795,2022
Poland,ISRAEL,TEL AVIV,999.0,961.0,33.0,0.0331991951710261,2022
Poland,JAPAN,TOKYO,131.0,98.0,30.0,0.234375,2022
Poland,JORDAN,AMMAN,1566.0,1329.0,237.0,0.1513409961685823,2022
Poland,KAZAKHSTAN,ALMATY,1619.0,1454.0,159.0,0.0985740855548667,2022
Poland,KAZAKHSTAN,ASTANA,1252.0,1189.0,63.0,0.0503194888178913,2022
Poland,KENYA,NAIROBI,844.0,610.0,228.0,0.2720763723150358,2022
Poland,KUWAIT,KUWAIT,585.0,543.0,41.0,0.0702054794520548,2022
Poland,LATVIA,RIGA,1.0,1.0,0.0,0.0,2022
Poland,LEBANON,BEIRUT,706.0,556.0,148.0,0.2102272727272727,2022
Poland,MALAYSIA,KUALA LUMPUR,34.0,30.0,4.0,0.1176470588235294,2022
Poland,MALTA,VALETTA,1.0,1.0,0.0,0.0,2022
Poland,MEXICO,MEXICO CITY,18.0,18.0,0.0,0.0,2022
Poland,MOLDOVA,CHISINAU,34.0,34.0,0.0,0.0,2022
Poland,MONTENEGRO,PODGORICA,103.0,103.0,0.0,0.0,2022
Poland,MOROCCO,RABAT,462.0,414.0,42.0,0.0921052631578947,2022
Poland,NEW ZEALAND,WELLINGTON,33.0,33.0,0.0,0.0,2022
Poland,NIGERIA,ABUJA,777.0,411.0,363.0,0.4689922480620155,2022
Poland,NORTH MACEDONIA,SKOPJE,552.0,488.0,62.0,0.1127272727272727,2022
Poland,PAKISTAN,ISLAMABAD,496.0,354.0,140.0,0.2834008097165992,2022
Poland,PANAMA,PANAMA CITY,10.0,10.0,0.0,0.0,2022
Poland,PERU,LIMA,83.0,81.0,1.0,0.0121951219512195,2022
Poland,PHILIPPINES,MANILA,1260.0,1112.0,118.0,0.0959349593495935,2022
Poland,QATAR,DOHA,546.0,515.0,31.0,0.0567765567765567,2022
Poland,ROMANIA,BUCHAREST,242.0,204.0,37.0,0.1535269709543568,2022
Poland,RUSSIAN FEDERATION,IRKUTSK,51.0,51.0,0.0,0.0,2022
Poland,RUSSIAN FEDERATION,KALININGRAD,767.0,748.0,19.0,0.0247718383311603,2022
Poland,RUSSIAN FEDERATION,MOSCOW,1303.0,1287.0,6.0,0.0046403712296983,2022
Poland,RUSSIAN FEDERATION,ST. PETERSBURG,87.0,87.0,0.0,0.0,2022
Poland,SAUDI ARABIA,RIYADH,810.0,699.0,92.0,0.1163084702907711,2022
Poland,SENEGAL,DAKAR,305.0,152.0,153.0,0.5016393442622951,2022
Poland,SERBIA,BELGRADE,35.0,34.0,1.0,0.0285714285714285,2022
Poland,SINGAPORE,SINGAPORE,211.0,180.0,30.0,0.1428571428571428,2022
Poland,SLOVAKIA,BRATISLAVA,3.0,3.0,0.0,0.0,2022
Poland,SLOVENIA,LJUBLJANA,2.0,2.0,0.0,0.0,2022
Poland,SOUTH AFRICA,PRETORIA,1429.0,1302.0,124.0,0.0869565217391304,2022
Poland,SOUTH KOREA,SEOUL,98.0,85.0,11.0,0.1145833333333333,2022
Poland,SPAIN,MADRID,2.0,2.0,0.0,0.0,2022
Poland,SWEDEN,STOCKHOLM,8.0,8.0,0.0,0.0,2022
Poland,SYRIA,DAMASCUS,198.0,100.0,97.0,0.4923857868020304,2022
Poland,TAIWAN,TAIPEI,9.0,8.0,0.0,0.0,2022
Poland,TANZANIA,DAR ES SALAAM,733.0,511.0,218.0,0.299039780521262,2022
Poland,THAILAND,BANGKOK,918.0,803.0,102.0,0.112707182320442,2022
Poland,TUNISIA,TUNIS,755.0,577.0,174.0,0.2316910785619174,2022
Poland,TÜRKIYE,ANKARA,3830.0,3387.0,435.0,0.1138147566718995,2022
Poland,TÜRKIYE,ISTANBUL,3961.0,3547.0,409.0,0.1033872598584428,2022
Poland,UKRAINE,KHARKIV,6.0,6.0,0.0,0.0,2022
Poland,UKRAINE,KYIV,26.0,24.0,2.0,0.0769230769230769,2022
Poland,UKRAINE,LUTSK,7.0,7.0,0.0,0.0,2022
Poland,UKRAINE,LVIV,714.0,622.0,90.0,0.1264044943820224,2022
Poland,UKRAINE,VINNYTSYA,6.0,4.0,2.0,0.3333333333333333,2022
Poland,UNITED ARAB EMIRATES,ABU DHABI,1156.0,941.0,207.0,0.1803135888501742,2022
Poland,UNITED KINGDOM,LONDON,2973.0,2898.0,54.0,0.0182926829268292,2022
Poland,USA,"CHICAGO, IL",216.0,213.0,2.0,0.0093023255813953,2022
Poland,USA,"HOUSTON, TX",183.0,177.0,3.0,0.0166666666666666,2022
Poland,USA,"LOS ANGELES, CA",440.0,406.0,31.0,0.0709382151029748,2022
Poland,USA,"NEW YORK, NY",424.0,418.0,2.0,0.0047619047619047,2022
Poland,USA,"WASHINGTON, DC",228.0,225.0,1.0,0.0044247787610619,2022
Poland,UZBEKISTAN,TASHKENT,2383.0,2035.0,346.0,0.1453170936581268,2022
Poland,VENEZUELA,CARACAS,2.0,2.0,0.0,0.0,2022
Poland,VIETNAM,HANOI,508.0,492.0,15.0,0.029585798816568,2022
Portugal,ALGERIA,ALGIERS,1588.0,749.0,829.0,0.5253485424588086,2022
Portugal,ANGOLA,BENGUELA,1583.0,1361.0,221.0,0.1396965865992414,2022
Portugal,ANGOLA,LUANDA,41984.0,32939.0,9042.0,0.2153831495200209,2022
Portugal,ARGENTINA,BUENOS AIRES,9.0,9.0,0.0,0.0,2022
Portugal,AUSTRALIA,CANBERRA,50.0,41.0,9.0,0.18,2022
Portugal,AUSTRALIA,SYDNEY,101.0,97.0,4.0,0.0396039603960396,2022
Portugal,AUSTRIA,VIENNA,6.0,5.0,1.0,0.1666666666666666,2022
Portugal,BRAZIL,BELO HORIZONTE,38.0,18.0,20.0,0.5263157894736842,2022
Portugal,BRAZIL,BRASILIA,41.0,17.0,24.0,0.5853658536585366,2022
Portugal,BRAZIL,RIO DE JANEIRO,89.0,47.0,42.0,0.4719101123595505,2022
Portugal,BRAZIL,SALVADOR DE BAHIA,44.0,16.0,28.0,0.6363636363636364,2022
Portugal,BRAZIL,SAO PAULO,240.0,83.0,157.0,0.6541666666666667,2022
Portugal,BULGARIA,SOFIA,348.0,283.0,63.0,0.1820809248554913,2022
Portugal,CANADA,MONTREAL,280.0,261.0,19.0,0.0678571428571428,2022
Portugal,CANADA,OTTAWA,154.0,129.0,25.0,0.1623376623376623,2022
Portugal,CANADA,TORONTO,790.0,725.0,65.0,0.0822784810126582,2022
Portugal,CANADA,VANCOUVER,185.0,174.0,9.0,0.0491803278688524,2022
Portugal,CAPE VERDE,CIDADE DA PRAIA,15710.0,11426.0,4284.0,0.272692552514322,2022
Portugal,CHINA,BEIJING,113.0,104.0,9.0,0.079646017699115,2022
Portugal,CHINA,GUANGZHOU (CANTON),1609.0,1342.0,266.0,0.1654228855721393,2022
Portugal,CHINA,SHANGHAI,598.0,528.0,70.0,0.1170568561872909,2022
Portugal,COLOMBIA,BOGOTA,22.0,18.0,4.0,0.1818181818181818,2022
Portugal,CROATIA,ZAGREB,15.0,13.0,2.0,0.1333333333333333,2022
Portugal,CUBA,HAVANA,1440.0,1242.0,197.0,0.1369006254343294,2022
Portugal,CYPRUS,NICOSIA,231.0,215.0,15.0,0.0652173913043478,2022
Portugal,DENMARK,COPENHAGEN,1.0,1.0,0.0,0.0,2022
Portugal,EGYPT,CAIRO,2244.0,1720.0,521.0,0.2324854975457385,2022
Portugal,GERMANY,BERLIN,5.0,0.0,1.0,1.0,2022
Portugal,GERMANY,HAMBURG,1.0,0.0,1.0,1.0,2022
Portugal,GREECE,ATHENS,1.0,0.0,0.0,,2022
Portugal,GUINEA-BISSAU,BISSAU,2852.0,1902.0,950.0,0.3330995792426367,2022
Portugal,HUNGARY,BUDAPEST,3.0,2.0,1.0,0.3333333333333333,2022
Portugal,INDIA,GOA,1887.0,1539.0,347.0,0.1839872746553552,2022
Portugal,INDIA,NEW DELHI,3439.0,2193.0,1246.0,0.3623146263448677,2022
Portugal,INDONESIA,JAKARTA,2637.0,2496.0,141.0,0.0534698521046643,2022
Portugal,IRAN,TEHERAN,628.0,513.0,93.0,0.1534653465346534,2022
Portugal,IRELAND,DUBLIN,852.0,819.0,33.0,0.0387323943661971,2022
Portugal,JAPAN,TOKYO,69.0,65.0,3.0,0.0441176470588235,2022
Portugal,MACAO S.A.R.,MACAO,60.0,55.0,5.0,0.0833333333333333,2022
Portugal,MEXICO,MEXICO CITY,49.0,48.0,1.0,0.0204081632653061,2022
Portugal,MOROCCO,RABAT,2356.0,1831.0,525.0,0.2228353140916808,2022
Portugal,MOZAMBIQUE,BEIRA,1321.0,1232.0,88.0,0.0666666666666666,2022
Portugal,MOZAMBIQUE,MAPUTO,9169.0,8374.0,793.0,0.0865059452383549,2022
Portugal,NIGERIA,ABUJA,1579.0,605.0,852.0,0.5847632120796157,2022
Portugal,PAKISTAN,ISLAMABAD,1285.0,669.0,534.0,0.4438902743142144,2022
Portugal,PALESTINIAN AUTHORITY,RAMALLAH,16.0,11.0,5.0,0.3125,2022
Portugal,PANAMA,PANAMA CITY,26.0,14.0,12.0,0.4615384615384615,2022
Portugal,PERU,LIMA,11.0,6.0,4.0,0.4,2022
Portugal,POLAND,WARSAW,2.0,0.0,0.0,,2022
Portugal,QATAR,DOHA,1483.0,1205.0,245.0,0.1689655172413793,2022
Portugal,ROMANIA,BUCHAREST,114.0,76.0,33.0,0.3027522935779816,2022
Portugal,RUSSIAN FEDERATION,MOSCOW,3332.0,2749.0,580.0,0.1742264944427756,2022
Portugal,SAO TOME AND PRINCIPE,SAO TOME ,4133.0,3819.0,315.0,0.0761973875181422,2022
Portugal,SAUDI ARABIA,RIYADH,13873.0,12200.0,1672.0,0.1205305651672433,2022
Portugal,SENEGAL,DAKAR,2057.0,992.0,1065.0,0.5177442877977637,2022
Portugal,SERBIA,BELGRADE,99.0,88.0,10.0,0.1020408163265306,2022
Portugal,SINGAPORE,SINGAPORE,579.0,542.0,35.0,0.0606585788561525,2022
Portugal,SOUTH AFRICA,CAPE TOWN,2434.0,2354.0,80.0,0.0328677074774034,2022
Portugal,SOUTH AFRICA,JOHANNESBURG,5450.0,5001.0,449.0,0.0823853211009174,2022
Portugal,SOUTH KOREA,SEOUL,67.0,61.0,6.0,0.0895522388059701,2022
Portugal,SPAIN,MADRID,2.0,1.0,1.0,0.5,2022
Portugal,SWEDEN,STOCKHOLM,7.0,4.0,3.0,0.4285714285714285,2022
Portugal,SWITZERLAND,GENEVA,7.0,7.0,0.0,0.0,2022
Portugal,THAILAND,BANGKOK,1746.0,1635.0,110.0,0.0630372492836676,2022
Portugal,TIMOR-LESTE,DILI,62.0,54.0,8.0,0.1290322580645161,2022
Portugal,TUNISIA,TUNIS,1098.0,843.0,255.0,0.2322404371584699,2022
Portugal,TÜRKIYE,ANKARA,1102.0,950.0,127.0,0.117920148560817,2022
Portugal,UKRAINE,KYIV,64.0,33.0,31.0,0.484375,2022
Portugal,UNITED ARAB EMIRATES,ABU DHABI,1609.0,1248.0,351.0,0.2195121951219512,2022
Portugal,UNITED KINGDOM,LONDON,7010.0,6826.0,169.0,0.0241601143674052,2022
Portugal,UNITED KINGDOM,MANCHESTER,2612.0,2542.0,68.0,0.0260536398467432,2022
Portugal,USA,"BOSTON, MA",276.0,264.0,12.0,0.0434782608695652,2022
Portugal,USA,"NEW BEDFORD, MA",314.0,287.0,26.0,0.0830670926517571,2022
Portugal,USA,"NEW YORK, NY",507.0,490.0,15.0,0.0297029702970297,2022
Portugal,USA,"NEWARK, NJ",632.0,591.0,41.0,0.0648734177215189,2022
Portugal,USA,"SAN FRANCISCO, CA",1249.0,1213.0,36.0,0.0288230584467574,2022
Portugal,USA,"WASHINGTON, DC",957.0,928.0,29.0,0.0303030303030303,2022
Portugal,VENEZUELA,CARACAS,9.0,8.0,1.0,0.1111111111111111,2022
Portugal,VENEZUELA,VALENCIA,3.0,3.0,0.0,0.0,2022
Portugal,ZIMBABWE,HARARE,267.0,223.0,44.0,0.1647940074906367,2022
Slovakia,ARGENTINA,BUENOS AIRES,1.0,1.0,0.0,0.0,2022
Slovakia,ARMENIA,YEREVAN,234.0,228.0,6.0,0.0256410256410256,2022
Slovakia,AUSTRALIA,CANBERRA,10.0,10.0,1.0,0.0909090909090909,2022
Slovakia,AUSTRIA,VIENNA,0.0,0.0,0.0,,2022
Slovakia,AZERBAIJAN,BAKU,322.0,294.0,16.0,0.0516129032258064,2022
Slovakia,BELARUS,MINSK,2207.0,2175.0,32.0,0.0144993203443588,2022
Slovakia,BOSNIA AND HERZEGOVINA,SARAJEVO,0.0,0.0,0.0,,2022
Slovakia,BRAZIL,BRASILIA,3.0,3.0,0.0,0.0,2022
Slovakia,BULGARIA,SOFIA,34.0,31.0,3.0,0.088235294117647,2022
Slovakia,CANADA,OTTAWA,44.0,40.0,1.0,0.024390243902439,2022
Slovakia,CHINA,BEIJING,116.0,113.0,3.0,0.0258620689655172,2022
Slovakia,CHINA,SHANGHAI,107.0,104.0,1.0,0.0095238095238095,2022
Slovakia,CROATIA,ZAGREB,2.0,2.0,0.0,0.0,2022
Slovakia,CUBA,HAVANA,75.0,75.0,0.0,0.0,2022
Slovakia,CYPRUS,NICOSIA,1023.0,951.0,40.0,0.0403632694248234,2022
Slovakia,CZECH REPUBLIC,PRAGUE,0.0,0.0,0.0,,2022
Slovakia,EGYPT,CAIRO,718.0,388.0,286.0,0.4243323442136498,2022
Slovakia,FRANCE,PARIS,0.0,0.0,0.0,,2022
Slovakia,GERMANY,BERLIN,0.0,0.0,0.0,,2022
Slovakia,GREECE,ATHENS,0.0,0.0,0.0,,2022
Slovakia,INDIA,NEW DELHI,999.0,714.0,275.0,0.2780586450960566,2022
Slovakia,INDONESIA,JAKARTA,299.0,297.0,2.0,0.0066889632107023,2022
Slovakia,IRAN,TEHERAN,211.0,123.0,87.0,0.4142857142857143,2022
Slovakia,IRELAND,DUBLIN,80.0,79.0,1.0,0.0125,2022
Slovakia,ISRAEL,TEL AVIV,107.0,105.0,0.0,0.0,2022
Slovakia,JAPAN,TOKYO,14.0,14.0,0.0,0.0,2022
Slovakia,KAZAKHSTAN,ASTANA,317.0,316.0,0.0,0.0,2022
Slovakia,KENYA,NAIROBI,90.0,66.0,22.0,0.25,2022
Slovakia,KOSOVO,PRISTINA,135.0,121.0,12.0,0.0902255639097744,2022
Slovakia,KUWAIT,KUWAIT,565.0,556.0,5.0,0.0089126559714795,2022
Slovakia,LEBANON,BEIRUT,104.0,92.0,11.0,0.1067961165048543,2022
Slovakia,MEXICO,MEXICO CITY,2.0,2.0,0.0,0.0,2022
Slovakia,NORTH MACEDONIA,SKOPJE,2.0,2.0,0.0,0.0,2022
Slovakia,POLAND,WARSAW,0.0,0.0,0.0,,2022
Slovakia,ROMANIA,BUCHAREST,41.0,39.0,1.0,0.025,2022
Slovakia,RUSSIAN FEDERATION,MOSCOW,469.0,454.0,11.0,0.0236559139784946,2022
Slovakia,RUSSIAN FEDERATION,ST. PETERSBURG,125.0,120.0,3.0,0.024390243902439,2022
Slovakia,SERBIA,BELGRADE,19.0,18.0,1.0,0.0526315789473684,2022
Slovakia,SOUTH AFRICA,PRETORIA,144.0,143.0,1.0,0.0069444444444444,2022
Slovakia,SOUTH KOREA,SEOUL,5.0,3.0,1.0,0.25,2022
Slovakia,SPAIN,MADRID,0.0,0.0,0.0,,2022
Slovakia,TAIWAN,TAIPEI,1.0,1.0,0.0,0.0,2022
Slovakia,THAILAND,BANGKOK,91.0,89.0,2.0,0.0219780219780219,2022
Slovakia,TÜRKIYE,ANKARA,548.0,447.0,97.0,0.1783088235294117,2022
Slovakia,TÜRKIYE,ISTANBUL,1336.0,1251.0,83.0,0.0622188905547226,2022
Slovakia,UKRAINE,KYIV,20.0,17.0,1.0,0.0555555555555555,2022
Slovakia,UKRAINE,UZHHOROD,3.0,3.0,0.0,0.0,2022
Slovakia,UNITED ARAB EMIRATES,ABU DHABI,487.0,347.0,127.0,0.2679324894514768,2022
Slovakia,UNITED KINGDOM,LONDON,703.0,679.0,19.0,0.0272206303724928,2022
Slovakia,USA,"NEW YORK, NY",35.0,35.0,0.0,0.0,2022
Slovakia,USA,"WASHINGTON, DC",29.0,26.0,0.0,0.0,2022
Slovakia,UZBEKISTAN,TASHKENT,247.0,217.0,28.0,0.1142857142857142,2022
Slovakia,VIETNAM,HANOI,87.0,85.0,2.0,0.0229885057471264,2022
Slovenia,ALBANIA,TIRANA,5.0,2.0,0.0,0.0,2022
Slovenia,AUSTRALIA,CANBERRA,29.0,26.0,1.0,0.037037037037037,2022
Slovenia,AUSTRIA,VIENNA,1.0,0.0,0.0,,2022
Slovenia,BOSNIA AND HERZEGOVINA,BANJA LUKA,2.0,2.0,0.0,0.0,2022
Slovenia,BOSNIA AND HERZEGOVINA,SARAJEVO,61.0,52.0,7.0,0.1186440677966101,2022
Slovenia,BULGARIA,SOFIA,35.0,30.0,2.0,0.0625,2022
Slovenia,CANADA,OTTAWA,66.0,57.0,5.0,0.0806451612903225,2022
Slovenia,CHINA,BEIJING,226.0,102.0,4.0,0.0377358490566037,2022
Slovenia,CROATIA,ZAGREB,475.0,411.0,18.0,0.0419580419580419,2022
Slovenia,EGYPT,CAIRO,512.0,479.0,34.0,0.0662768031189083,2022
Slovenia,INDIA,NEW DELHI,2732.0,1493.0,1199.0,0.4453937592867756,2022
Slovenia,IRAN,TEHERAN,493.0,406.0,24.0,0.055813953488372,2022
Slovenia,ISRAEL,TEL AVIV,75.0,63.0,3.0,0.0454545454545454,2022
Slovenia,JAPAN,TOKYO,19.0,16.0,0.0,0.0,2022
Slovenia,KOSOVO,PRISTINA,4498.0,14.0,444.0,0.9694323144104804,2022
Slovenia,MONTENEGRO,PODGORICA,946.0,903.0,25.0,0.0269396551724137,2022
Slovenia,NORTH MACEDONIA,SKOPJE,20.0,14.0,1.0,0.0666666666666666,2022
Slovenia,POLAND,WARSAW,3.0,2.0,0.0,0.0,2022
Slovenia,RUSSIAN FEDERATION,MOSCOW,3294.0,2361.0,684.0,0.2246305418719212,2022
Slovenia,SERBIA,BELGRADE,610.0,567.0,18.0,0.0307692307692307,2022
Slovenia,TÜRKIYE,ANKARA,2616.0,2148.0,389.0,0.1533307055577453,2022
Slovenia,UKRAINE,KYIV,1.0,1.0,0.0,0.0,2022
Slovenia,UNITED KINGDOM,LONDON,719.0,518.0,162.0,0.238235294117647,2022
Slovenia,USA,"CLEVELAND, OH",25.0,24.0,0.0,0.0,2022
Slovenia,USA,"WASHINGTON, DC",217.0,141.0,65.0,0.3155339805825243,2022
Spain,ALBANIA,TIRANA,87.0,84.0,3.0,0.0344827586206896,2022
Spain,ALGERIA,ALGIERS,61489.0,34039.0,23816.0,0.411649814190649,2022
Spain,ALGERIA,ORAN,41167.0,22440.0,16128.0,0.418170504044804,2022
Spain,ANDORRA,ANDORRA LA VELLA,207.0,197.0,1.0,0.005050505050505,2022
Spain,ANGOLA,LUANDA,4071.0,2160.0,1575.0,0.4216867469879518,2022
Spain,ARGENTINA,BAHIA BLANCA,11.0,10.0,0.0,0.0,2022
Spain,ARGENTINA,BUENOS AIRES,360.0,276.0,82.0,0.2290502793296089,2022
Spain,ARGENTINA,CORDOBA,14.0,12.0,0.0,0.0,2022
Spain,ARGENTINA,MENDOZA,10.0,6.0,0.0,0.0,2022
Spain,ARGENTINA,ROSARIO (Santa Fé),9.0,7.0,0.0,0.0,2022
Spain,AUSTRALIA,CANBERRA,43.0,45.0,0.0,0.0,2022
Spain,AUSTRALIA,MELBOURNE,354.0,367.0,5.0,0.0134408602150537,2022
Spain,AUSTRALIA,SYDNEY,380.0,431.0,0.0,0.0,2022
Spain,BANGLADESH,DHAKA,2157.0,1406.0,602.0,0.299800796812749,2022
Spain,BELGIUM,BRUSSELS,3.0,4.0,0.0,0.0,2022
Spain,BOLIVIA,LA PAZ,9051.0,5570.0,3399.0,0.3789720147173598,2022
Spain,BOLIVIA,SANTA CRUZ DE LA SIERRA,7350.0,5015.0,2085.0,0.2936619718309859,2022
Spain,BOSNIA AND HERZEGOVINA,SARAJEVO,26.0,19.0,4.0,0.1739130434782608,2022
Spain,BRAZIL,BRASILIA,65.0,51.0,12.0,0.1904761904761904,2022
Spain,BRAZIL,PORTO ALEGRE,23.0,14.0,7.0,0.3333333333333333,2022
Spain,BRAZIL,RIO DE JANEIRO,84.0,79.0,2.0,0.0246913580246913,2022
Spain,BRAZIL,SALVADOR DE BAHIA,14.0,12.0,0.0,0.0,2022
Spain,BRAZIL,SAO PAULO,64.0,52.0,9.0,0.1475409836065573,2022
Spain,BULGARIA,SOFIA,379.0,333.0,29.0,0.080110497237569,2022
Spain,CAMEROON,YAONDE,924.0,604.0,270.0,0.3089244851258581,2022
Spain,CANADA,MONTREAL,1015.0,970.0,15.0,0.015228426395939,2022
Spain,CANADA,OTTAWA,178.0,169.0,1.0,0.0058823529411764,2022
Spain,CANADA,TORONTO,984.0,923.0,0.0,0.0,2022
Spain,CAPE VERDE,CIDADE DA PRAIA,1862.0,1130.0,771.0,0.4055760126249342,2022
Spain,CHILE,SANTIAGO DE CHILE,536.0,338.0,144.0,0.2987551867219917,2022
Spain,CHINA,BEIJING,3195.0,2857.0,248.0,0.0798711755233494,2022
Spain,CHINA,GUANGZHOU (CANTON),2680.0,2122.0,321.0,0.1313958248055669,2022
Spain,CHINA,SHANGHAI,2326.0,1585.0,489.0,0.2357762777242044,2022
Spain,COLOMBIA,BOGOTA,322.0,308.0,14.0,0.0434782608695652,2022
