,origin_country,origin_consulate,country,city,latitude,longitude
45,SLOVAKIA,BRATISLAVA,SLOVAKIA,BRATISLAVA,48.1516988,17.1093063
46,SLOVENIA,LJUBLJANA,SLOVENIA,LJUBLJANA,46.0500268,14.5069289
47,SOUTH AFRICA,PRETORIA,SOUTH AFRICA,PRETORIA,-25.7459277,28.1879101
48,SOUTH KOREA,SEOUL,SOUTH KOREA,SEOUL,37.5666791,126.9782914
49,SYRIA,DAMASCUS,SYRIA,DAMASCUS,33.5130695,36.3095814
50,TAIWAN,TAIPEI,TAIWAN,TAIPEI,25.0375198,121.5636796
51,THAILAND,BANGKOK,THAILAND,BANGKOK,13.7525438,100.4934734
52,TUNISIA,TUNIS,TUNISIA,TUNIS,33.8439408,9.400138
53,TURKEY,ISTANBUL,TURKEY,ISTANBUL,41.0091982,28.9662187
54,UKRAINE,KYIV,UKRAINE,KYIV,50.4500336,30.5241361
55,UNITED ARAB EMIRATES,ABU DHABI,UNITED ARAB EMIRATES,ABU DHABI,24.4538352,54.3774014
56,UNITED KINGDOM,LONDON,UNITED KINGDOM,LONDON,51.5073219,-0.1276474
57,USA,"LOS ANGELES, CA",USA,"LOS ANGELES, CA",34.0536909,-118.242766
58,USA,"NEW YORK, NY",USA,"NEW YORK, NY",40.7127281,-74.0060152
59,USA,"WASHINGTON, DC",USA,"WASHINGTON, DC",38.8950368,-77.0365427
60,VIETNAM,HANOI,VIETNAM,HANOI,21.0294498,105.8544441
62,ANGOLA,LUANDA,ANGOLA,LUANDA,-8.8272699,13.2439512
65,BELGIUM,BRUSSELS,BELGIUM,BRUSSELS,50.8465573,4.351697
66,BRAZIL,SAO PAULO,BRAZIL,SAO PAULO,-23.5506507,-46.6333824
68,BURKINA FASO,OUAGADOUGOU,BURKINA FASO,OUAGADOUGOU,12.3681873,-1.5270944
69,BURUNDI,BUJUMBURA,BURUNDI,BUJUMBURA,-3.3638125,29.3675028
70,CAMEROON,YAONDE,CAMEROON,YAOUNDE,3.8689867,11.5213344
71,CANADA,MONTREAL,CANADA,MONTREAL,45.5031824,-73.5698065
74,CHINA,GUANGZHOU (CANTON),CHINA,GUANGZHOU (CANTON),23.1301964,113.2592945
77,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,DEMOCRATIC REPUBLIC OF THE CONGO,KINSHASA,-4.3217055,15.3125974
78,CONGO (DEMOCRATIC REPUBLIC),LUBUMBASHI,DEMOCRATIC REPUBLIC OF THE CONGO,LUBUMBASHI,-11.6642316,27.4826264
79,COTE D'IVOIRE,ABIDJAN,COTE D'IVOIRE,ABIDJAN,5.320357,-4.016107
84,FRANCE,PARIS,FRANCE,PARIS,48.8588897,2.3200410217200766
85,GERMANY,BERLIN,GERMANY,BERLIN,52.5170365,13.3888599
86,GREECE,ATHENS,GREECE,ATHENS,37.9839412,23.7283052
88,HUNGARY,BUDAPEST,HUNGARY,BUDAPEST,47.4979937,19.0403594
89,INDIA,MUMBAI,INDIA,MUMBAI,19.0785451,72.878176
94,ISRAEL,JERUSALEM,ISRAEL,JERUSALEM,31.7788242,35.2257626
96,ITALY,ROME,ITALY,ROME,41.8933203,12.4829321
97,JAMAICA,KINGSTON,JAMAICA,KINGSTON,17.9712148,-76.7928128
105,MOROCCO,CASABLANCA,MOROCCO,CASABLANCA,33.5950627,-7.6187768
107,NETHERLANDS,THE HAGUE,NETHERLANDS,THE HAGUE,52.0799838,4.3113461
110,PANAMA,PANAMA CITY,PANAMA,PANAMA CITY,30.1600827,-85.6545729
113,POLAND,WARSAW,POLAND,WARSAW,52.2319581,21.0067249
114,PORTUGAL,LISBON,PORTUGAL,LISBON,38.7077507,-9.1365919
115,QATAR,DOHA,QATAR,DOHA,25.2856329,51.5264162
118,RWANDA,KIGALI,RWANDA,KIGALI,-1.950851,30.061507
122,SINGAPORE,SINGAPORE,SINGAPORE,SINGAPORE,1.357107,103.8194992
123,SOUTH AFRICA,CAPE TOWN,SOUTH AFRICA,CAPE TOWN,-33.928992,18.417396
124,SOUTH AFRICA,JOHANNESBURG,SOUTH AFRICA,JOHANNESBURG,-26.205,28.049722
127,SPAIN,MADRID,SPAIN,MADRID,40.4167047,-3.7035825
128,SWITZERLAND,BERN,SWITZERLAND,BERN,46.9482713,7.4514512
130,TANZANIA,DAR ES SALAAM,TANZANIA,DAR ES SALAAM,-6.8160837,39.2803583
134,UGANDA,KAMPALA,UGANDA,KAMPALA,0.3177137,32.5813539
138,USA,"ATLANTA, GA",USA,"ATLANTA, GA",33.7489924,-84.3902644
143,AFGHANISTAN,KABUL,AFGHANISTAN,KABUL,34.5260109,69.1776838
147,ARMENIA,YEREVAN,ARMENIA,YEREVAN,40.1776245,44.5126174
148,AUSTRALIA,SYDNEY,AUSTRALIA,SYDNEY,-33.8698439,151.2082848
149,AUSTRIA,VIENNA,AUSTRIA,VIENNA,48.2083537,16.3725042
151,BELARUS,MINSK,BELARUS,MINSK,53.9024716,27.5618225
155,CANADA,TORONTO,CANADA,TORONTO,43.6534817,-79.3839347
158,CHINA,CHENGDU,CHINA,CHENGDU,30.6598628,104.0633717
164,GEORGIA,TBILISSI,GEORGIA,TBILISSI,41.6934591,44.8014495
166,GHANA,ACCRA,GHANA,ACCRA,5.5571096,-0.2012376
171,IRAQ,BAGHDAD,IRAQ,BAGHDAD,33.3024309,44.3787992
172,IRAQ,ERBIL,IRAQ,ERBIL,36.1911624,44.0094652
183,MOLDOVA,CHISINAU,MOLDOVA,CHISINAU,47.0245117,28.8322923
184,MONGOLIA,ULAN BATOR,MONGOLIA,ULAN BATOR,47.9184676,106.9177016
193,RUSSIAN FEDERATION,ST. PETERSBURG,RUSSIAN FEDERATION,ST. PETERSBURG,59.917857350000006,30.380619357025516
194,RUSSIAN FEDERATION,YEKATERINBURG,RUSSIAN FEDERATION,YEKATERINBURG,56.839104,60.60825
205,TURKEY,ANKARA,TURKEY,ANKARA,39.9207886,32.8540482
208,UKRAINE,LVIV,UKRAINE,LVIV,49.841952,24.0315921
211,USA,"CHICAGO, IL",USA,"CHICAGO, IL",41.8755616,-87.6244212
215,UZBEKISTAN,TASHKENT,UZBEKISTAN,TASHKENT,41.3123363,69.2787079
217,ZAMBIA,LUSAKA,ZAMBIA,LUSAKA,-15.4164124,28.2824793
220,BANGLADESH,DHAKA,BANGLADESH,DHAKA,23.7644025,90.389015
226,DENMARK,COPENHAGEN,DENMARK,COPENHAGEN,55.6867243,12.5700724
228,FINLAND,HELSINKI,FINLAND,HELSINKI,60.1674881,24.9427473
231,GERMANY,FLENSBURG,GERMANY,FLENSBURG,54.7833021,9.4333264
234,ICELAND,REYKJAVIK,ICELAND,REYKJAVIK,64.145981,-21.9422367
240,LATVIA,RIGA,LATVIA,RIGA,56.9493977,24.1051846
242,MALI,BAMAKO,MALI,BAMAKO,12.61326555,-7.984739136241295
246,NORWAY,OSLO,NORWAY,OSLO,59.9133301,10.7389701
256,SWEDEN,STOCKHOLM,SWEDEN,STOCKHOLM,59.3251172,18.0710935
260,UNITED ARAB EMIRATES,DUBAI,UNITED ARAB EMIRATES,DUBAI,25.2653471,55.2924914
275,RUSSIAN FEDERATION,PSKOV,RUSSIAN FEDERATION,PSKOV,57.8173923,28.3343465
281,USA,"SAN FRANCISCO, CA",USA,"SAN FRANCISCO, CA",37.7790262,-122.419906
301,KOSOVO,PRISTINA,KOSOVO,PRISTINA,42.6638771,21.1640849
302,LITHUANIA,VILNIUS,LITHUANIA,VILNIUS,54.6870458,25.2829111
306,MOZAMBIQUE,MAPUTO,MOZAMBIQUE,MAPUTO,-25.966213,32.56745
307,NAMIBIA,WINDHOEK,NAMIBIA,WINDHOEK,-22.5776104,17.0772739
308,NEPAL,KATHMANDU,NEPAL,KATHMANDU,27.708317,85.3205817
313,RUSSIAN FEDERATION,MURMANSK,RUSSIAN FEDERATION,MURMANSK,68.970665,33.07497
314,RUSSIAN FEDERATION,PETROZAVODSK,RUSSIAN FEDERATION,PETROZAVODSK,61.790039,34.390007
333,ALGERIA,ANNABA,ALGERIA,ANNABA,36.8982165,7.7549272
334,ALGERIA,ORAN,ALGERIA,ORAN,35.7032751,-0.6492976
341,BAHRAIN,MANAMA,BAHRAIN,MANAMA,26.2235041,50.5822436
345,BENIN,COTONOU,BENIN,COTONOU,6.3676953,2.4252507
346,BOLIVIA,LA PAZ,BOLIVIA,LA PAZ,-16.4955455,-68.1336229
349,BRAZIL,RIO DE JANEIRO,BRAZIL,RIO DE JANEIRO,-22.9110137,-43.2093727
354,CAMBODIA,PHNOM PENH,CAMBODIA,PHNOM PENH,11.568271,104.9224426
355,CAMEROON,DOUALA,CAMEROON,DOUALA,4.0429408,9.706203
358,CENTRAL AFRICAN REPUBLIC,BANGUI,CENTRAL AFRICAN REPUBLIC,BANGUI,4.3907153,18.5509126
359,CHAD,N'DJAMENA,CHAD,N'DJAMENA,12.1191543,15.0502758
365,CHINA,SHENYANG,CHINA,SHENYANG,41.6749893,123.458674
366,CHINA,WUHAN,CHINA,WUHAN,30.5951051,114.2999353
368,COMOROS,MORONI,COMOROS,MORONI,-11.6931255,43.2543044
369,COMOROS,MUTSAMUDU,COMOROS,MUTSAMUDU,-12.168846,44.3942831
370,CONGO (BRAZZAVILLE),BRAZZAVILLE,REPUBLIC OF THE CONGO,BRAZZAVILLE,-4.2694407,15.2712256
371,CONGO (BRAZZAVILLE),POINTE NOIRE,REPUBLIC OF THE CONGO,POINTE NOIRE,-4.7975373,11.8503297
377,DJIBOUTI,DJIBOUTI,DJIBOUTI,DJIBOUTI,11.8145966,42.8453061
378,DOMINICAN REPUBLIC,SANTO DOMINGO,DOMINICAN REPUBLIC,SANTO DOMINGO,18.4801972,-69.942111
379,ECUADOR,QUITO,ECUADOR,QUITO,-0.2201641,-78.5123274
381,EQUATORIAL GUINEA,MALABO,EQUATORIAL GUINEA,MALABO,3.752828,8.780061
385,GABON,LIBREVILLE,GABON,LIBREVILLE,0.390002,9.454001
387,GERMANY,FRANKFURT/MAIN,GERMANY,FRANKFURT/MAIN,50.0537437,8.6371136
390,GUATEMALA,GUATEMALA CITY,GUATEMALA,GUATEMALA CITY,14.6222328,-90.5185188
391,GUINEA,CONAKRY,GUINEA,CONAKRY,9.5170602,-13.6998434
392,HAITI,PORT AU PRINCE,HAITI,PORT AU PRINCE,18.547327,-72.3395928
394,INDIA,BANGALORE,INDIA,BANGALORE,12.9767936,77.590082
395,INDIA,KOLKATA,INDIA,KOLKATA,22.5414185,88.35769124388872
398,INDIA,PONDICHERY,INDIA,PONDICHERY,11.9340568,79.8306447
412,LAOS,VIENTIANE,LAOS,VIENTIANE,17.9640988,102.6133707
414,MADAGASCAR,ANTANANARIVO,MADAGASCAR,ANTANANARIVO,-18.9100122,47.5255809
417,MALTA,VALETTA,MALTA,VALETTA,35.8989818,14.5136759
418,MAURITANIA,NOUAKCHOTT,MAURITANIA,NOUAKCHOTT,18.0792379,-15.9780071
419,MAURITIUS,PORT LOUIS,MAURITIUS,PORT LOUIS,-20.1624522,57.5028044
422,MOROCCO,AGADIR,MOROCCO,AGADIR,30.4211144,-9.5830626
424,MOROCCO,FES,MOROCCO,FES,34.0346534,-5.0161926
425,MOROCCO,MARRAKECH,MOROCCO,MARRAKECH,31.626794750000002,-8.003024256894616
427,MOROCCO,TANGER,MOROCCO,TANGER,35.777103,-5.803792
429,MYANMAR,YANGON,MYANMAR,YANGON,16.7967129,96.1609916
430,NEW ZEALAND,WELLINGTON,NEW ZEALAND,WELLINGTON,-41.2887953,174.7772114
431,NIGER,NIAMEY,NIGER,NIAMEY,13.524834,2.109823
433,NIGERIA,LAGOS,NIGERIA,LAGOS,6.5269033,3.5774005
445,SAINT LUCIA,CASTRIES,SAINT LUCIA,CASTRIES,13.90904385,-60.97792414113452
446,SAUDI ARABIA,JEDDAH,SAUDI ARABIA,JEDDAH,21.5810088,39.1653612
455,SRI LANKA,COLOMBO,SRI LANKA,COLOMBO,6.9387469,79.8541134
456,SUDAN,KHARTOUM,SUDAN,KHARTOUM,15.5635972,32.5349123
457,SURINAME,PARAMARIBO,SURINAME,PARAMARIBO,5.8247628,-55.1703941
459,SWITZERLAND,GENEVA,SWITZERLAND,GENEVA,46.2017559,6.1466014
463,TOGO,LOME,TOGO,LOME,6.130419,1.215829
471,URUGUAY,MONTEVIDEO,URUGUAY,MONTEVIDEO,-34.9058916,-56.1913095
475,VIETNAM,HO CHI MINH,VIETNAM,HO CHI MINH,10.7758439,106.7017555
476,ZIMBABWE,HARARE,ZIMBABWE,HARARE,-17.831773,31.045686
493,BOTSWANA,GABORONE,BOTSWANA,GABORONE,-24.6581357,25.9088474
494,BRAZIL,RECIFE,BRAZIL,RECIFE,-8.0584933,-34.8848193
510,COSTA RICA,SAN JOSE,COSTA RICA,SAN JOSE,9.9325427,-84.0795782
515,CZECH REPUBLIC,PRAGUE,CZECH REPUBLIC,PRAGUE,50.0596288,14.446459273258009
520,EL SALVADOR,SAN SALVADOR,EL SALVADOR,SAN SALVADOR,13.6989939,-89.1914249
521,ESTONIA,TALLINN,ESTONIA,TALLINN,59.4372155,24.7453688
529,HONDURAS,TEGUCIGALPA,HONDURAS,TEGUCIGALPA,14.1057433,-87.2040052
532,INDIA,CHENNAI,INDIA,CHENNAI,13.0836939,80.270186
544,JAPAN,OSAKA,JAPAN,OSAKA,34.6198813,135.490357
547,KAZAKHSTAN,ALMATY,KAZAKHSTAN,ALMATY,43.2363924,76.9457275
552,KYRGYZSTAN,BISHKEK,KYRGYZSTAN,BISHKEK,42.8765615,74.6070079
562,MONTENEGRO,PODGORICA,MONTENEGRO,PODGORICA,42.4415238,19.2621081
568,NETHERLANDS,AMSTERDAM,NETHERLANDS,AMSTERDAM,52.3727598,4.8936041
570,NICARAGUA,MANAGUA,NICARAGUA,MANAGUA,12.1459907,-86.2746665
577,PAKISTAN,KARACHI,PAKISTAN,KARACHI,24.8546842,67.0207055
578,PALESTINIAN AUTHORITY,RAMALLAH,PALESTINIAN AUTHORITY,RAMALLAH,31.9079029,35.2094499
580,PARAGUAY,ASUNCION,PARAGUAY,ASUNCION,-25.2800459,-57.6343814
586,RUSSIAN FEDERATION,KALININGRAD,RUSSIAN FEDERATION,KALININGRAD,54.710128,20.5105838
588,RUSSIAN FEDERATION,NOVOSIBIRSK,RUSSIAN FEDERATION,NOVOSIBIRSK,55.0282171,82.9234509
608,TAJIKISTAN,DUSHANBE,TAJIKISTAN,DUSHANBE,38.5425835,68.81521423589763
612,TRINIDAD AND TOBAGO,PORT OF SPAIN,TRINIDAD AND TOBAGO,PORT OF SPAIN,10.6572678,-61.5180173
616,TURKEY,IZMIR,TURKEY,IZMIR,38.4224548,27.1310699
617,TURKMENISTAN,ASHGABAT,TURKMENISTAN,ASHGABAT,37.9404648,58.3823487
621,UNITED KINGDOM,EDINBURGH,UNITED KINGDOM,EDINBURGH,55.9533456,-3.1883749
625,USA,"BOSTON, MA",USA,"BOSTON, MA",42.3602534,-71.0582912
627,USA,"HOUSTON, TX",USA,"HOUSTON, TX",29.7589382,-95.3676974
629,USA,"MIAMI, FL",USA,"MIAMI, FL",25.7741728,-80.19362
634,VENEZUELA,CARACAS,VENEZUELA,CARACAS,10.506098,-66.9146017
639,ALBANIA,GJIROKASTER,ALBANIA,GJIROKASTER,40.07106165,20.112249461509478
640,ALBANIA,KORCE,ALBANIA,KORCE,40.61788765,20.778459264467827
645,AUSTRALIA,MELBOURNE,AUSTRALIA,MELBOURNE,-37.8142176,144.9631608
655,CANADA,VANCOUVER,CANADA,VANCOUVER,49.2608724,-123.113952
663,EGYPT,ALEXANDRIA,EGYPT,ALEXANDRIA,31.199004,29.894378
667,GERMANY,STUTTGART,GERMANY,STUTTGART,48.7784485,9.1800132
689,NORTH MACEDONIA,BITOLA,NORTH MACEDONIA,BITOLA,41.0316005,21.3302511
696,RUSSIAN FEDERATION,NOVOROSSIYSK,RUSSIAN FEDERATION,NOVOROSSIYSK,44.7239578,37.7690711
710,TURKEY,EDIRNE,TURKEY,EDIRNE,41.6759327,26.5587225
714,UKRAINE,MARIUPOL,UKRAINE,MARIUPOL,47.0957648,37.5499621
715,UKRAINE,ODESA,UKRAINE,ODESA,46.4843023,30.7322878
725,USA,"TAMPA, FL",USA,"TAMPA, FL",27.9477595,-82.458444
739,CHINA,CHONGQING,CHINA,CHONGQING,29.5647398,106.5478767
776,RUSSIAN FEDERATION,KAZAN,RUSSIAN FEDERATION,KAZAN,55.7823547,49.1242266
782,SERBIA,SUBOTICA,SERBIA,SUBOTICA,46.1002058,19.6653273
791,UKRAINE,BEREHOVE,UKRAINE,BEREHOVE,48.2050985,22.6453246
793,UKRAINE,UZHHOROD,UKRAINE,UZHHOROD,48.6223732,22.3022569
810,ALBANIA,VLORE,ALBANIA,VLORE,40.45107385,19.49510730541237
815,AUSTRALIA,ADELAIDE,AUSTRALIA,ADELAIDE,-34.9281805,138.5999312
816,AUSTRALIA,BRISBANE,AUSTRALIA,BRISBANE,-27.4689682,153.0234991
819,AUSTRALIA,PERTH,AUSTRALIA,PERTH,-31.9558964,115.8605801
829,BRAZIL,BELO HORIZONTE,BRAZIL,BELO HORIZONTE,-19.9227318,-43.9450948
831,BRAZIL,PORTO ALEGRE,BRAZIL,PORTO ALEGRE,-30.0324999,-51.2303767
858,ERITREA,ASMARA,ERITREA,ASMARA,15.3389667,38.9326763
868,HOLY SEE (VATICAN CITY STATE),VATICAN CITY,VATICAN,VATICAN CITY,41.903411,12.4528527
889,LIBYA,TRIPOLI,LIBYA,TRIPOLI,32.896672,13.1777923
918,SAN MARINO,SAN MARINO,SAN MARINO,SAN MARINO,43.9458623,12.458306
933,SWITZERLAND,LUGANO,SWITZERLAND,LUGANO,46.0050102,8.9520281
951,USA,"DETROIT, MI",USA,"DETROIT, MI",42.3315509,-83.0466403
956,USA,"PHILADELPHIA, PA",USA,"PHILADELPHIA, PA",39.9527237,-75.1635262
967,BELARUS,VITSYEBSK,BELARUS,VITEBSK,55.1930197,30.2070437
988,BELARUS,GRODNO,BELARUS,GRODNO,53.6834599,23.8342648
1002,RUSSIAN FEDERATION,SOVETSK,RUSSIAN FEDERATION,SOVETSK,55.0809688,21.8882673
1017,LUXEMBOURG,LUXEMBOURG,LUXEMBOURG,LUXEMBOURG,49.6112768,6.129799
1103,NETHERLANDS,ARUBA,NETHERLANDS,ARUBA,12.51756625,-69.98186415210564
1105,NETHERLANDS,WILLEMSTAD (CURACAO),NETHERLANDS,WILLEMSTAD (CURACAO),12.1066695,-68.9351307
1181,BELARUS,BREST,BELARUS,BREST,52.093751,23.6851851
1230,RUSSIAN FEDERATION,IRKUTSK,RUSSIAN FEDERATION,IRKUTSK,56.6370122,104.719221
1249,UKRAINE,LUTSK,UKRAINE,LUTSK,50.7450733,25.320078
1252,UKRAINE,VINNYTSIA,UKRAINE,VINNYTSIA,48.8990315,28.516068
1263,ANGOLA,BENGUELA,ANGOLA,BENGUELA,-12.9104657,14.0356608
1273,BRAZIL,SALVADOR DE BAHIA,BRAZIL,SALVADOR DE BAHIA,-12.9822499,-38.4812772
1280,CAPE VERDE,CIDADE DA PRAIA,CAPE VERDE,PRAIA,14.9162811,-23.5095095
1292,GUINEA-BISSAU,BISSAU,GUINEA-BISSAU,BISSAU,11.861324,-15.583055
1294,INDIA,GOA,INDIA,GOA,15.3503192,74.10178169795284
1301,MACAO S.A.R.,MACAO,MACAO S.A.R.,MACAO,22.123437199999998,113.55252481834287
1304,MOZAMBIQUE,BEIRA,MOZAMBIQUE,BEIRA,-19.828707,34.841782
1314,SAO TOME AND PRINCIPE,SAO TOME ,SAO TOME AND PRINCIPE,SAO TOME ,0.3389242,6.7313031
1323,TIMOR-LESTE,DILI,TIMOR-LESTE,DILI,-8.5536809,125.5784093
1329,UNITED KINGDOM,MANCHESTER,UNITED KINGDOM,MANCHESTER,53.4794892,-2.2451148
1331,USA,"NEW BEDFORD, MA",USA,"NEW BEDFORD, MA",41.6362152,-70.934205
1333,USA,"NEWARK, NJ",USA,"NEWARK, NJ",40.735657,-74.1723667
1337,VENEZUELA,VALENCIA,VENEZUELA,VALENCIA,10.170026,-68.0003987
1403,USA,"CLEVELAND, OH",USA,"CLEVELAND, OH",41.4996562,-81.6936813
1409,ANDORRA,ANDORRA LA VELLA,ANDORRA,ANDORRA LA VELLA,42.5069391,1.5212467
1411,ARGENTINA,BAHIA BLANCA,ARGENTINA,BAHIA BLANCA,-38.7176522,-62.2654871
1413,ARGENTINA,CORDOBA,ARGENTINA,CORDOBA,-31.4173391,-64.183319
1414,ARGENTINA,MENDOZA,ARGENTINA,MENDOZA,-34.787093049999996,-68.43818677312292
1415,ARGENTINA,ROSARIO (Santa Fé),ARGENTINA,ROSARIO (Santa Fé),-32.9595004,-60.6615415
1422,BOLIVIA,SANTA CRUZ DE LA SIERRA,BOLIVIA,SANTA CRUZ DE LA SIERRA,-17.7834936,-63.1820853
1448,ECUADOR,GUAYAQUIL,ECUADOR,GUAYAQUIL,-2.1900703,-79.8868702
1452,EQUATORIAL GUINEA,BATA,EQUATORIAL GUINEA,BATA,1.8650897,9.768665
1457,FRANCE,LYON,FRANCE,LYON,45.7578137,4.8320114
1461,GERMANY,DUSSELDORF,GERMANY,DUSSELDORF,51.2254018,6.7763137
1482,ITALY,MILAN,ITALY,MILAN,45.4641943,9.1896346
1483,ITALY,NAPLES,ITALY,NAPLES,40.8358846,14.2487679
1497,MEXICO,GUADALAJARA,MEXICO,GUADALAJARA,20.6720375,-103.338396
1499,MEXICO,MONTERREY,MEXICO,MONTERREY,25.6802019,-100.315258
1502,MOROCCO,NADOR,MOROCCO,NADOR,35.051739350000005,-2.824650885931628
1505,MOROCCO,TETOUAN,MOROCCO,TETOUAN,35.570175,-5.3742776
1557,USA,"SAN JUAN, PR",USA,"SAN JUAN, PR",18.465299,-66.116666
1581,LIBERIA,MONROVIA,LIBERIA,MONROVIA,6.328034,-10.797788
1666,SPAIN,BARCELONA,SPAIN,BARCELONA,41.3828939,2.1774322
