reporting_year,reporting_state,consulate_country,consulate_country_region,consulate_country_income_group,consulate_city,visitor_visa_applications,visitor_visa_issued,visitor_visa_not_issued,visitor_visa_refusal_rate
2022,Belgium,Lebanon,Middle East & North Africa,Lower middle income,BEIRUT,2017,1078,845,0.43941757670306814
2022,Belgium,Malaysia,East Asia & Pacific,Upper middle income,KUALA LUMPUR,102,81,9,0.1
2022,Belgium,Mexico,Latin America & Caribbean,Upper middle income,MEXICO CITY,33,29,0,0.0
2022,Belgium,Morocco,Middle East & North Africa,Lower middle income,CASABLANCA,10,1,0,0.0
2022,Belgium,Morocco,Middle East & North Africa,Lower middle income,RABAT,11686,6374,3847,0.3763819587124547
2022,Belgium,Netherlands,Europe & Central Asia,High income,THE HAGUE,8,8,1,0.1111111111111111
2022,Belgium,Nigeria,Sub-Saharan Africa,Lower middle income,ABUJA,4582,1341,2965,0.6885740826753367
2022,Belgium,Pakistan,South Asia,Lower middle income,ISLAMABAD,2699,1045,1421,0.5762368207623683
2022,Belgium,Panama,Latin America & Caribbean,High income,PANAMA CITY,16,12,2,0.14285714285714285
2022,Belgium,Peru,Latin America & Caribbean,Upper middle income,LIMA,49,37,5,0.11904761904761904
2022,Belgium,Philippines,East Asia & Pacific,Lower middle income,MANILA,7179,6477,492,0.0705983641842445
2022,Belgium,Poland,Europe & Central Asia,High income,WARSAW,20,14,2,0.125
2022,Belgium,Portugal,Europe & Central Asia,High income,LISBON,10,5,5,0.5
2022,Belgium,Qatar,Middle East & North Africa,High income,DOHA,1175,956,178,0.15696649029982362
2022,Belgium,Romania,Europe & Central Asia,High income,BUCHAREST,187,165,12,0.06779661016949153
2022,Belgium,Russian Federation,Europe & Central Asia,Upper middle income,MOSCOW,1972,1622,278,0.1463157894736842
2022,Belgium,Rwanda,Sub-Saharan Africa,Low income,KIGALI,9751,7006,2572,0.2685320526205888
2022,Belgium,Saudi Arabia,Middle East & North Africa,High income,RIYADH,2789,2538,188,0.06896551724137931
2022,Belgium,Senegal,Sub-Saharan Africa,Lower middle income,DAKAR,5009,1283,3409,0.7265558397271952
2022,Belgium,Serbia,Europe & Central Asia,Upper middle income,BELGRADE,82,39,30,0.43478260869565216
2022,Belgium,Singapore,East Asia & Pacific,High income,SINGAPORE,537,502,4,0.007905138339920948
2022,Belgium,South Africa,Sub-Saharan Africa,Upper middle income,CAPE TOWN,1771,1714,26,0.014942528735632184
2022,Belgium,South Africa,Sub-Saharan Africa,Upper middle income,PRETORIA,3121,2723,173,0.05973756906077348
2022,Belgium,"Korea, Rep.",East Asia & Pacific,High income,SEOUL,144,102,24,0.19047619047619047
2022,Belgium,Spain,Europe & Central Asia,High income,MADRID,7,3,2,0.4
2022,Belgium,Switzerland,Europe & Central Asia,High income,BERN,2,2,0,0.0
2022,Belgium,"Taiwan, China",East Asia & Pacific,High income,TAIPEI,19,19,0,0.0
2022,Belgium,Tanzania,Sub-Saharan Africa,Lower middle income,DAR ES SALAAM,1071,778,209,0.21175278622087132
2022,Belgium,Thailand,East Asia & Pacific,Upper middle income,BANGKOK,3647,3026,510,0.14423076923076922
2022,Belgium,Tunisia,Middle East & North Africa,Lower middle income,TUNIS,3472,1893,1286,0.4045297263290343
2022,Belgium,Türkiye,Europe & Central Asia,Upper middle income,ANKARA,1,0,0,
2022,Belgium,Türkiye,Europe & Central Asia,Upper middle income,ISTANBUL,7211,4230,2566,0.37757504414361387
2022,Belgium,Uganda,Sub-Saharan Africa,Low income,KAMPALA,1135,829,277,0.2504520795660036
2022,Belgium,Ukraine,Europe & Central Asia,Lower middle income,KYIV,28,11,13,0.5416666666666666
2022,Belgium,United Arab Emirates,Middle East & North Africa,High income,ABU DHABI,4232,3502,673,0.16119760479041917
2022,Belgium,United Kingdom,Europe & Central Asia,High income,LONDON,6069,5011,796,0.13707594282762184
2022,Belgium,United States,North America,High income,ATLANTA,435,401,7,0.01715686274509804
2022,Belgium,United States,North America,High income,LOS ANGELES,557,489,23,0.044921875
2022,Belgium,United States,North America,High income,NEW YORK,1168,1014,48,0.04519774011299435
2022,Belgium,United States,North America,High income,WASHINGTON,665,605,23,0.03662420382165605
2022,Belgium,Vietnam,East Asia & Pacific,Lower middle income,HANOI,1429,1319,62,0.04489500362056481
2022,Czechia,Albania,Europe & Central Asia,Upper middle income,TIRANA,16,8,7,0.4666666666666667
2022,Czechia,Algeria,Middle East & North Africa,Lower middle income,ALGIERS,478,262,215,0.45073375262054505
2022,Czechia,Argentina,Latin America & Caribbean,Upper middle income,BUENOS AIRES,5,3,2,0.4
2022,Czechia,Armenia,Europe & Central Asia,Upper middle income,YEREVAN,2317,1963,353,0.15241796200345423
2022,Czechia,Australia,East Asia & Pacific,High income,SYDNEY,117,116,1,0.008547008547008548
2022,Czechia,Austria,Europe & Central Asia,High income,VIENNA,11,7,0,0.0
2022,Czechia,Azerbaijan,Europe & Central Asia,Upper middle income,BAKU,2985,2760,224,0.07506702412868632
2022,Czechia,Belarus,Europe & Central Asia,Upper middle income,MINSK,1034,1028,6,0.005802707930367505
2022,Czechia,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,SARAJEVO,36,36,0,0.0
2022,Czechia,Brazil,Latin America & Caribbean,Upper middle income,BRASILIA,2,0,2,1.0
2022,Czechia,Brazil,Latin America & Caribbean,Upper middle income,SAO PAULO,9,6,3,0.3333333333333333
2022,Czechia,Bulgaria,Europe & Central Asia,Upper middle income,SOFIA,98,92,6,0.061224489795918366
2022,Czechia,Canada,North America,High income,OTTAWA,67,66,1,0.014925373134328358
2022,Czechia,Canada,North America,High income,TORONTO,272,268,3,0.01107011070110701
2022,Czechia,Chile,Latin America & Caribbean,High income,SANTIAGO,27,26,1,0.037037037037037035
2022,Czechia,China,East Asia & Pacific,Upper middle income,BEIJING,587,539,48,0.0817717206132879
2022,Czechia,China,East Asia & Pacific,Upper middle income,CHENGDU,34,25,9,0.2647058823529412
2022,Czechia,China,East Asia & Pacific,Upper middle income,SHANGHAI,302,229,73,0.24172185430463577
2022,Czechia,Colombia,Latin America & Caribbean,Upper middle income,BOGOTA,7,5,2,0.2857142857142857
2022,Czechia,Croatia,Europe & Central Asia,High income,ZAGREB,24,24,0,0.0
2022,Czechia,Cuba,Latin America & Caribbean,Upper middle income,HAVANA,259,185,74,0.2857142857142857
2022,Czechia,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,CAIRO,1310,883,426,0.3254392666157372
2022,Czechia,Ethiopia,Sub-Saharan Africa,Low income,ADDIS ABABA,362,190,172,0.47513812154696133
2022,Czechia,Georgia,Europe & Central Asia,Upper middle income,TBILISI,154,97,55,0.3618421052631579
2022,Czechia,Germany,Europe & Central Asia,High income,BERLIN,2,2,0,0.0
2022,Czechia,Ghana,Sub-Saharan Africa,Lower middle income,ACCRA,454,151,302,0.6666666666666666
2022,Czechia,China,East Asia & Pacific,Upper middle income,HONG KONG,64,62,2,0.03125
2022,Czechia,India,South Asia,Lower middle income,NEW DELHI,5396,3455,1840,0.34749763928234184
2022,Czechia,Indonesia,East Asia & Pacific,Upper middle income,JAKARTA,1018,960,58,0.05697445972495088
2022,Czechia,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,TEHERAN,2155,1585,570,0.26450116009280744
2022,Czechia,Iraq,Middle East & North Africa,Upper middle income,BAGHDAD,222,200,0,0.0
2022,Czechia,Iraq,Middle East & North Africa,Upper middle income,ERBIL,908,344,514,0.5990675990675991
2022,Czechia,Ireland,Europe & Central Asia,High income,DUBLIN,271,269,2,0.007380073800738007
2022,Czechia,Israel,Middle East & North Africa,High income,TEL AVIV,223,207,16,0.07174887892376682
2022,Czechia,Japan,East Asia & Pacific,High income,TOKYO,137,137,0,0.0
2022,Czechia,Jordan,Middle East & North Africa,Lower middle income,AMMAN,1700,915,771,0.45729537366548045
2022,Czechia,Kazakhstan,Europe & Central Asia,Upper middle income,ASTANA,7441,6353,1088,0.1462169063297944
2022,Czechia,Kenya,Sub-Saharan Africa,Lower middle income,NAIROBI,468,421,46,0.09850107066381156
2022,Czechia,Kuwait,Middle East & North Africa,High income,KUWAIT CITY,5924,5396,528,0.08912896691424713
2022,Czechia,Lebanon,Middle East & North Africa,Lower middle income,BEIRUT,937,704,219,0.2372697724810401
2022,Czechia,Malaysia,East Asia & Pacific,Upper middle income,KUALA LUMPUR,80,42,38,0.475
2022,Czechia,Mexico,Latin America & Caribbean,Upper middle income,MEXICO CITY,38,38,0,0.0
2022,Czechia,Moldova,Europe & Central Asia,Upper middle income,CHISINAU,749,716,33,0.044058744993324434
2022,Czechia,Mongolia,East Asia & Pacific,Lower middle income,ULAN BATOR,2777,2053,724,0.2607129996398992
2022,Czechia,Morocco,Middle East & North Africa,Lower middle income,RABAT,490,344,146,0.2979591836734694
2022,Czechia,Nigeria,Sub-Saharan Africa,Lower middle income,ABUJA,424,270,154,0.3632075471698113
2022,Czechia,North Macedonia,Europe & Central Asia,Upper middle income,SKOPJE,889,93,110,0.541871921182266
2022,Czechia,Pakistan,South Asia,Lower middle income,ISLAMABAD,620,425,195,0.31451612903225806
2022,Czechia,Peru,Latin America & Caribbean,Upper middle income,LIMA,21,21,0,0.0
2022,Czechia,Philippines,East Asia & Pacific,Lower middle income,MANILA,1196,1176,20,0.016722408026755852
2022,Czechia,Qatar,Middle East & North Africa,High income,DOHA,1,1,0,0.0
2022,Czechia,Romania,Europe & Central Asia,High income,BUCHAREST,148,124,16,0.11428571428571428
2022,Czechia,Russian Federation,Europe & Central Asia,Upper middle income,MOSCOW,636,575,61,0.0959119496855346
2022,Czechia,Russian Federation,Europe & Central Asia,Upper middle income,ST PETERSBURG,24,18,6,0.25
2022,Czechia,Russian Federation,Europe & Central Asia,Upper middle income,YEKATERINBURG,38,30,8,0.21052631578947367
2022,Czechia,Saudi Arabia,Middle East & North Africa,High income,RIYADH,11651,10662,983,0.08441391155002147
2022,Czechia,Senegal,Sub-Saharan Africa,Lower middle income,DAKAR,124,95,29,0.23387096774193547
2022,Czechia,Serbia,Europe & Central Asia,Upper middle income,BELGRADE,383,379,4,0.010443864229765013
2022,Czechia,Singapore,East Asia & Pacific,High income,SINGAPORE,181,168,13,0.0718232044198895
2022,Czechia,Slovak Republic,Europe & Central Asia,High income,BRATISLAVA,1,1,0,0.0
2022,Czechia,South Africa,Sub-Saharan Africa,Upper middle income,PRETORIA,1869,1683,186,0.09951845906902086
2022,Czechia,"Korea, Rep.",East Asia & Pacific,High income,SEOUL,68,64,4,0.058823529411764705
2022,Czechia,Syrian Arab Republic,Middle East & North Africa,Low income,DAMASCUS,170,120,0,0.0
2022,Czechia,"Taiwan, China",East Asia & Pacific,High income,TAIPEI,25,21,4,0.16
2022,Czechia,Thailand,East Asia & Pacific,Upper middle income,BANGKOK,1972,1870,102,0.05172413793103448
2022,Czechia,Tunisia,Middle East & North Africa,Lower middle income,TUNIS,707,374,330,0.46875
2022,Czechia,Türkiye,Europe & Central Asia,Upper middle income,ANKARA,2707,1959,748,0.2763206501662357
2022,Czechia,Türkiye,Europe & Central Asia,Upper middle income,ISTANBUL,5668,4888,777,0.13715798764342454
2022,Czechia,Ukraine,Europe & Central Asia,Lower middle income,KYIV,12741,12454,287,0.022525704418805432
2022,Czechia,Ukraine,Europe & Central Asia,Lower middle income,LVIV,14455,14281,174,0.012037357315807679
2022,Czechia,United Arab Emirates,Middle East & North Africa,High income,ABU DHABI,8370,5445,2880,0.34594594594594597
2022,Czechia,United Kingdom,Europe & Central Asia,High income,LONDON,3035,3026,9,0.0029654036243822075
2022,Czechia,United States,North America,High income,CHICAGO,237,232,1,0.004291845493562232
2022,Czechia,United States,North America,High income,LOS ANGELES,249,237,12,0.04819277108433735
2022,Czechia,United States,North America,High income,NEW YORK,342,321,21,0.06140350877192982
2022,Czechia,United States,North America,High income,WASHINGTON,214,212,0,0.0
2022,Czechia,Uzbekistan,Europe & Central Asia,Lower middle income,TASHKENT,4749,3754,993,0.20918474826206024
2022,Czechia,Vietnam,East Asia & Pacific,Lower middle income,HANOI,1550,1329,221,0.14258064516129032
2022,Czechia,Zambia,Sub-Saharan Africa,Lower middle income,LUSAKA,192,179,13,0.06770833333333333
2022,Denmark,Austria,Europe & Central Asia,High income,VIENNA,3,2,1,0.3333333333333333
2022,Denmark,Bangladesh,South Asia,Lower middle income,DHAKA,1477,1114,333,0.23013130615065652
2022,Denmark,Belgium,Europe & Central Asia,High income,BRUSSELS,6,8,0,0.0
2022,Denmark,Burkina Faso,Sub-Saharan Africa,Low income,OUAGADOUGOU,161,124,23,0.1564625850340136
2022,Denmark,China,East Asia & Pacific,Upper middle income,BEIJING,60,56,3,0.05084745762711865
2022,Denmark,China,East Asia & Pacific,Upper middle income,GUANGZHOU,1892,1506,240,0.13745704467353953
2022,Denmark,China,East Asia & Pacific,Upper middle income,SHANGHAI,6,6,0,0.0
2022,Denmark,Denmark,Europe & Central Asia,High income,COPENHAGEN,1391,1328,1,0.0007524454477050414
2022,Denmark,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,CAIRO,1560,1170,361,0.2357935989549314
2022,Denmark,France,Europe & Central Asia,High income,PARIS,11,7,1,0.125
2022,Denmark,Germany,Europe & Central Asia,High income,BERLIN,3,3,0,0.0
2022,Denmark,Germany,Europe & Central Asia,High income,FLENSBURG,2,2,1,0.3333333333333333
2022,Denmark,Ghana,Sub-Saharan Africa,Lower middle income,ACCRA,2068,939,950,0.5029115934356803
2022,Denmark,Greece,Europe & Central Asia,High income,ATHENS,2,1,0,0.0
2022,Denmark,Iceland,Europe & Central Asia,High income,REYKJAVIK,42,42,0,0.0
2022,Denmark,India,South Asia,Lower middle income,NEW DELHI,8033,5941,1446,0.19574928929199945
2022,Denmark,Indonesia,East Asia & Pacific,Upper middle income,JAKARTA,4072,3777,176,0.04452314697697951
2022,Denmark,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,TEHERAN,1760,1364,358,0.20789779326364694
2022,Denmark,Kenya,Sub-Saharan Africa,Lower middle income,NAIROBI,3019,1717,861,0.3339798293250582
2022,Denmark,Lebanon,Middle East & North Africa,Lower middle income,BEIRUT,1036,484,492,0.5040983606557377
2022,Denmark,Mali,Sub-Saharan Africa,Low income,BAMAKO,363,196,155,0.4415954415954416
2022,Denmark,Mexico,Latin America & Caribbean,Upper middle income,MEXICO CITY,63,53,4,0.07017543859649122
2022,Denmark,Netherlands,Europe & Central Asia,High income,THE HAGUE,8,8,0,0.0
2022,Denmark,Nigeria,Sub-Saharan Africa,Lower middle income,ABUJA,1745,588,1113,0.654320987654321
2022,Denmark,Norway,Europe & Central Asia,High income,OSLO,3,3,0,0.0
2022,Denmark,Pakistan,South Asia,Lower middle income,ISLAMABAD,2580,1066,1415,0.5703345425231762
2022,Denmark,Philippines,East Asia & Pacific,Lower middle income,MANILA,4197,3686,440,0.10664081434803684
2022,Denmark,Poland,Europe & Central Asia,High income,WARSAW,9,1,2,0.6666666666666666
2022,Denmark,Russian Federation,Europe & Central Asia,Upper middle income,MOSCOW,1170,884,249,0.21977052074139453
2022,Denmark,Saudi Arabia,Middle East & North Africa,High income,RIYADH,1383,1206,129,0.09662921348314607
2022,Denmark,Singapore,East Asia & Pacific,High income,SINGAPORE,2320,2278,17,0.007407407407407408
2022,Denmark,Spain,Europe & Central Asia,High income,MADRID,10,8,1,0.1111111111111111
2022,Denmark,Sweden,Europe & Central Asia,High income,STOCKHOLM,3,2,1,0.3333333333333333
2022,Denmark,Thailand,East Asia & Pacific,Upper middle income,BANGKOK,9454,7857,1144,0.1270969892234196
2022,Denmark,Türkiye,Europe & Central Asia,Upper middle income,ANKARA,5407,3526,1822,0.3406881077038145
2022,Denmark,United Arab Emirates,Middle East & North Africa,High income,DUBAI,7254,5913,1043,0.14994249568717655
2022,Denmark,United Kingdom,Europe & Central Asia,High income,LONDON,6955,6021,264,0.04200477326968974
2022,Denmark,United States,North America,High income,NEW YORK,4419,3515,121,0.033278327832783276
2022,Estonia,Australia,East Asia & Pacific,High income,CANBERRA,21,21,0,0.0
2022,Estonia,Belarus,Europe & Central Asia,Upper middle income,MINSK,3185,2932,168,0.05419354838709677
2022,Estonia,Canada,North America,High income,OTTAWA,62,48,13,0.21311475409836064
2022,Estonia,China,East Asia & Pacific,Upper middle income,BEIJING,77,66,10,0.13157894736842105
2022,Estonia,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,CAIRO,406,152,252,0.6237623762376238
2022,Estonia,Georgia,Europe & Central Asia,Upper middle income,TBILISI,321,274,47,0.14641744548286603
2022,Estonia,India,South Asia,Lower middle income,NEW DELHI,1986,860,1107,0.5627859684799187
2022,Estonia,Ireland,Europe & Central Asia,High income,DUBLIN,115,72,39,0.35135135135135137
2022,Estonia,Israel,Middle East & North Africa,High income,TEL AVIV,26,16,10,0.38461538461538464
2022,Estonia,Japan,East Asia & Pacific,High income,TOKYO,18,16,2,0.1111111111111111
2022,Estonia,Kazakhstan,Europe & Central Asia,Upper middle income,ASTANA,988,918,60,0.06134969325153374
