,origin_country,origin_consulate,country,city,latitude,longitude
1832,GERMANY,HAMBURG,GERMANY,HAMBURG,53.550341,10.000654
1834,ITALY,NAPLES,ITALY,NAPLES,40.8358846,14.2487679
1848,ALBANIA,GHIROKASTER,ALBANIA,GJIROKASTER,40.07106165,20.112249461509478
1870,SPAIN,SEVILLA,SPAIN,SEVILLA,37.3886303,-5.9953403
1881,FRANCE,STRASBOURG,FRANCE,STRASBOURG,48.584614,7.7507127
1925,SPAIN,VALENCIA,SPAIN,VALENCIA,39.4697065,-0.3763353
1944,FRANCE,BORDEAUX,FRANCE,BORDEAUX,44.841225,-0.5800364
1953,FRANCE,BAYONNE,FRANCE,BAYONNE,43.4933379,-1.475099
1955,FRANCE,LYON,FRANCE,LYON,45.7578137,4.8320114
1958,PORTUGAL,PORTO,PORTUGAL,PORTO,41.1494512,-8.6107884
