,origin_country,origin_consulate,country,city,latitude,longitude
1783,SWITZERLAND,LUGANO,SWITZERLAND,LUGANO,46.0050102,8.9520281
1789,FRANCE,MARSEILLE,FRANCE,MARSEILLE,43.2961743,5.3699525
1800,ARGENTINA,MENDOZA,ARGENTINA,MENDOZA,-34.787093049999996,-68.43818677312292
1824,BHUTAN,THIMPHU,BHUTAN,THIMPHU,27.4781469,89.62627973726109
1830,MONACO,MONACO,MONACO,MONACO,43.7311424,7.4197576
1833,GERMANY,HAMBURG,GERMANY,HAMBURG,53.550341,10.000654
1838,ESTONIA,TALLINN,ESTONIA,TALLINN,59.4372155,24.7453688
1845,HUNGARY,BEKESCSABA,HUNGARY,BEKESCSABA,46.6798003,21.0985425
1856,SPAIN,SEVILLA,SPAIN,SEVILLA,37.3886303,-5.9953403
1860,ITALY,NAPLES,ITALY,NAPLES,40.8358846,14.2487679
1953,FRANCE,LYON,FRANCE,LYON,45.7578137,4.8320114
1963,PORTUGAL,PORTO,PORTUGAL,PORTO,41.1494512,-8.6107884
1975,FRANCE,STRASBOURG,FRANCE,STRASBOURG,48.584614,7.7507127
