,origin_country,origin_consulate,country,city,latitude,longitude
35,NIGERIA,ABUJA,NIGERIA,ABUJA,9.0643305,7.4892974
36,NORTH MACEDONIA,SKOPJE,NORTH MACEDONIA,SKOPJE,41.9961816,21.4319213
37,OMAN,MUSCAT,OMAN,MUSCAT,23.5882019,58.3829448
38,PAKISTAN,ISLAMABAD,PAKISTAN,ISLAMABAD,33.6938118,73.0651511
39,PERU,LIMA,PERU,LIMA,-12.0621065,-77.0365256
40,PHILIPPINES,MANILA,PHILIPPINES,MANILA,14.5948914,120.9782618
41,ROMANIA,BUCHAREST,ROMANIA,BUCHAREST,44.4361414,26.1027202
42,RUSSIAN FEDERATION,MURMANSK,RUSSIAN FEDERATION,MURMANSK,68.970665,33.07497
43,SAUDI ARABIA,RIYADH,SAUDI ARABIA,RIYADH,24.638916,46.7160104
44,SENEGAL,DAKAR,SENEGAL,DAKAR,14.693425,-17.447938
45,SERBIA,BELGRADE,SERBIA,BELGRADE,44.8178131,20.4568974
46,SLOVAKIA,BRATISLAVA,SLOVAKIA,BRATISLAVA,48.1516988,17.1093063
47,SLOVENIA,LJUBLJANA,SLOVENIA,LJUBLJANA,46.0500268,14.5069289
48,SOUTH AFRICA,PRETORIA,SOUTH AFRICA,PRETORIA,-25.7459277,28.1879101
49,SOUTH KOREA,SEOUL,SOUTH KOREA,SEOUL,37.5666791,126.9782914
50,SYRIA,DAMASCUS,SYRIA,DAMASCUS,33.5130695,36.3095814
51,TAIWAN,TAIPEI,TAIWAN,TAIPEI,25.0375198,121.5636796
52,THAILAND,BANGKOK,THAILAND,BANGKOK,13.7524938,100.4935089
53,TUNISIA,TUNIS,TUNISIA,TUNIS,33.8439408,9.400138
54,TÜRKIYE,ISTANBUL,TÜRKIYE,ISTANBUL,41.0091982,28.9662187
55,UKRAINE,KYIV,UKRAINE,KYIV,50.4500336,30.5241361
56,UNITED ARAB EMIRATES,ABU DHABI,UNITED ARAB EMIRATES,ABU DHABI,24.4538352,54.3774014
57,UNITED KINGDOM,LONDON,UNITED KINGDOM,LONDON,51.5073359,-0.12765
58,USA,"LOS ANGELES, CA",USA,"LOS ANGELES, CA",34.0536909,-118.242766
59,USA,"NEW YORK, NY",USA,"NEW YORK, NY",42.9128476,-76.7345558
60,USA,"WASHINGTON, DC",USA,"WASHINGTON, DC",38.8950368,-77.0365427
61,VIETNAM,HANOI,VIETNAM,HANOI,21.0283207,105.8540217
64,ANGOLA,LUANDA,ANGOLA,LUANDA,-8.8272699,13.2439512
67,AUSTRIA,VIENNA,AUSTRIA,VIENNA,48.2083537,16.3725042
68,BELGIUM,BRUSSELS,BELGIUM,BRUSSELS,50.8465573,4.351697
69,BRAZIL,SAO PAULO,BRAZIL,SAO PAULO,-23.5506507,-46.6333824
71,BURKINA FASO,OUAGADOUGOU,BURKINA FASO,OUAGADOUGOU,12.3681873,-1.5270944
72,BURUNDI,BUJUMBURA,BURUNDI,BUJUMBURA,-3.3638125,29.3675028
73,CAMEROON,YAONDE,CAMEROON,YAOUNDE,3.8689867,11.5213344
74,CANADA,MONTREAL,CANADA,MONTREAL,45.5031824,-73.5698065
77,CHINA,GUANGZHOU (CANTON),CHINA,GUANGZHOU (CANTON),23.1301964,113.2592945
80,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,DEMOCRATIC REPUBLIC OF THE CONGO,KINSHASA,-4.3217055,15.3125974
81,CONGO (DEMOCRATIC REPUBLIC),LUBUMBASHI,DEMOCRATIC REPUBLIC OF THE CONGO,LUBUMBASHI,-11.6642316,27.4826264
82,COTE D'IVOIRE,ABIDJAN,COTE D'IVOIRE,ABIDJAN,5.320357,-4.016107
87,FINLAND,HELSINKI,FINLAND,HELSINKI,60.1674881,24.9427473
88,FRANCE,PARIS,FRANCE,PARIS,48.8534951,2.3483915
89,GERMANY,BERLIN,GERMANY,BERLIN,52.5170365,13.3888599
90,GREECE,ATHENS,GREECE,ATHENS,37.9839412,23.7283052
92,HUNGARY,BUDAPEST,HUNGARY,BUDAPEST,47.48138955,19.14609412691246
93,INDIA,MUMBAI,INDIA,MUMBAI,19.0785451,72.878176
98,ISRAEL,JERUSALEM,ISRAEL,JERUSALEM,31.79592425,35.21198075969497
100,ITALY,ROME,ITALY,ROME,41.8933203,12.4829321
101,JAMAICA,KINGSTON,JAMAICA,KINGSTON,17.9712148,-76.7928128
109,MOROCCO,CASABLANCA,MOROCCO,CASABLANCA,33.5945144,-7.6200284
111,NETHERLANDS,THE HAGUE,NETHERLANDS,THE HAGUE,52.0799838,4.3113461
114,PANAMA,PANAMA CITY,PANAMA,PANAMA CITY,8.9714493,-79.5341802
117,POLAND,WARSAW,POLAND,WARSAW,52.2319581,21.0067249
118,PORTUGAL,LISBON,PORTUGAL,LISBON,38.7077507,-9.1365919
119,QATAR,DOHA,QATAR,DOHA,25.2856329,51.5264162
121,RUSSIAN FEDERATION,MOSCOW,RUSSIAN FEDERATION,MOSCOW,55.7504461,37.6174943
122,RWANDA,KIGALI,RWANDA,KIGALI,-1.950851,30.061507
126,SINGAPORE,SINGAPORE,SINGAPORE,SINGAPORE,1.357107,103.8194992
127,SOUTH AFRICA,CAPE TOWN,SOUTH AFRICA,CAPE TOWN,-33.928992,18.417396
130,SPAIN,MADRID,SPAIN,MADRID,40.4167047,-3.7035825
131,SWITZERLAND,BERN,SWITZERLAND,BERN,46.9484742,7.4521749
133,TANZANIA,DAR ES SALAAM,TANZANIA,DAR ES SALAAM,-6.8160837,39.2803583
136,TÜRKIYE,ANKARA,TÜRKIYE,ANKARA,39.9207886,32.8540482
138,UGANDA,KAMPALA,UGANDA,KAMPALA,0.3177137,32.5813539
142,USA,"ATLANTA, GA",USA,"ATLANTA, GA",33.7489924,-84.3902644
150,ARMENIA,YEREVAN,ARMENIA,YEREVAN,40.1777112,44.5126233
151,AUSTRALIA,SYDNEY,AUSTRALIA,SYDNEY,-33.8698439,151.2082848
154,BELARUS,MINSK,BELARUS,MINSK,53.9024716,27.5618225
160,CANADA,TORONTO,CANADA,TORONTO,43.6534733,-79.383961
163,CHINA,CHENGDU,CHINA,CHENGDU,30.6598628,104.0633717
172,GHANA,ACCRA,GHANA,ACCRA,5.5571096,-0.2012376
177,IRAQ,BAGHDAD,IRAQ,BAGHDAD,33.3061701,44.3872213
178,IRAQ,ERBIL,IRAQ,ERBIL,36.1911653,44.0094294
189,MOLDOVA,CHISINAU,MOLDOVA,CHISINAU,47.0245117,28.8322923
190,MONGOLIA,ULAN BATOR,MONGOLIA,ULAN BATOR,47.9184676,106.9177016
200,RUSSIAN FEDERATION,ST. PETERSBURG,RUSSIAN FEDERATION,ST. PETERSBURG,59.938732,30.316229
201,RUSSIAN FEDERATION,YEKATERINBURG,RUSSIAN FEDERATION,YEKATERINBURG,56.839104,60.60825
216,UKRAINE,LVIV,UKRAINE,LVIV,49.841952,24.0315921
219,USA,"CHICAGO, IL",USA,"CHICAGO, IL",41.8755616,-87.6244212
223,UZBEKISTAN,TASHKENT,UZBEKISTAN,TASHKENT,41.3123363,69.2787079
225,ZAMBIA,LUSAKA,ZAMBIA,LUSAKA,-15.357609,29.1653092
227,BANGLADESH,DHAKA,BANGLADESH,DHAKA,23.7644025,90.389015
233,DENMARK,COPENHAGEN,DENMARK,COPENHAGEN,55.6867243,12.5700724
237,GERMANY,FLENSBURG,GERMANY,FLENSBURG,54.7833021,9.4333264
240,ICELAND,REYKJAVIK,ICELAND,REYKJAVIK,64.145981,-21.9422367
246,MALI,BAMAKO,MALI,BAMAKO,12.61326555,-7.984739136241295
250,NORWAY,OSLO,NORWAY,OSLO,59.9133301,10.7389701
258,SWEDEN,STOCKHOLM,SWEDEN,STOCKHOLM,59.3251172,18.0710935
261,UNITED ARAB EMIRATES,DUBAI,UNITED ARAB EMIRATES,DUBAI,25.074282349999997,55.18853865430702
276,RUSSIAN FEDERATION,PSKOV,RUSSIAN FEDERATION,PSKOV,57.8173923,28.3343465
283,USA,"SAN FRANCISCO, CA",USA,"SAN FRANCISCO, CA",37.7790262,-122.419906
304,KOSOVO,PRISTINA,KOSOVO,PRISTINA,42.6638771,21.1640849
305,LITHUANIA,VILNIUS,LITHUANIA,VILNIUS,54.6870458,25.2829111
309,MOZAMBIQUE,MAPUTO,MOZAMBIQUE,MAPUTO,-25.966213,32.56745
310,NAMIBIA,WINDHOEK,NAMIBIA,WINDHOEK,-22.5776104,17.0772739
311,NEPAL,KATHMANDU,NEPAL,KATHMANDU,27.708317,85.3205817
317,RUSSIAN FEDERATION,PETROZAVODSK,RUSSIAN FEDERATION,PETROZAVODSK,61.7900426,34.390007
335,ALGERIA,ANNABA,ALGERIA,ANNABA,36.8982165,7.7549272
336,ALGERIA,ORAN,ALGERIA,ORAN,35.7044415,-0.6502981
343,BAHRAIN,MANAMA,BAHRAIN,MANAMA,26.2235041,50.5822436
347,BENIN,COTONOU,BENIN,COTONOU,6.3676953,2.4252507
348,BOLIVIA,LA PAZ,BOLIVIA,LA PAZ,-16.4955455,-68.1336229
351,BRAZIL,RECIFE,BRAZIL,RECIFE,-8.0584933,-34.8848193
352,BRAZIL,RIO DE JANEIRO,BRAZIL,RIO DE JANEIRO,-22.9110137,-43.2093727
357,CAMBODIA,PHNOM PENH,CAMBODIA,PHNOM PENH,11.568271,104.9224426
358,CAMEROON,DOUALA,CAMEROON,DOUALA,4.0429408,9.706203
361,CENTRAL AFRICAN REPUBLIC,BANGUI,CENTRAL AFRICAN REPUBLIC,BANGUI,4.3907153,18.5509126
362,CHAD,N'DJAMENA,CHAD,N'DJAMENA,12.1191543,15.0502758
368,CHINA,SHENYANG,CHINA,SHENYANG,41.8026095,123.4279105
369,CHINA,WUHAN,CHINA,WUHAN,30.5951051,114.2999353
371,COMOROS,MORONI,COMOROS,MORONI,-11.6931255,43.2543044
372,COMOROS,MUTSAMUDU,COMOROS,MUTSAMUDU,-12.168846,44.3942831
373,CONGO (BRAZZAVILLE),BRAZZAVILLE,REPUBLIC OF THE CONGO,BRAZZAVILLE,-4.2694407,15.2712256
374,CONGO (BRAZZAVILLE),POINTE NOIRE,REPUBLIC OF THE CONGO,POINTE NOIRE,-4.7975373,11.8503297
381,DJIBOUTI,DJIBOUTI,DJIBOUTI,DJIBOUTI,11.8145966,42.8453061
382,DOMINICAN REPUBLIC,SANTO DOMINGO,DOMINICAN REPUBLIC,SANTO DOMINGO,18.4801972,-69.942111
383,ECUADOR,QUITO,ECUADOR,QUITO,-0.2201641,-78.5123274
385,EQUATORIAL GUINEA,MALABO,EQUATORIAL GUINEA,MALABO,3.752831,8.7800693
389,GABON,LIBREVILLE,GABON,LIBREVILLE,0.4052012,9.438551
391,GERMANY,FRANKFURT/MAIN,GERMANY,FRANKFURT/MAIN,50.0537437,8.6371136
394,GUATEMALA,GUATEMALA CITY,GUATEMALA,GUATEMALA CITY,14.6222328,-90.5185188
395,GUINEA,CONAKRY,GUINEA,CONAKRY,9.5170602,-13.6998434
396,HAITI,PORT AU PRINCE,HAITI,PORT AU PRINCE,18.547327,-72.3395928
398,INDIA,BANGALORE,INDIA,BANGALORE,12.9767936,77.590082
399,INDIA,KOLKATA,INDIA,KOLKATA,22.5726459,88.3638953
402,INDIA,PONDICHERY,INDIA,PONDICHERY,10.91564885,79.80694879844232
416,LAOS,VIENTIANE,LAOS,VIENTIANE,17.9640988,102.6133707
417,LATVIA,RIGA,LATVIA,RIGA,56.9493977,24.1051846
419,MADAGASCAR,ANTANANARIVO,MADAGASCAR,ANTANANARIVO,-18.779148749999997,46.71217161656727
422,MALTA,VALETTA,MALTA,VALETTA,35.8989818,14.5136759
423,MAURITANIA,NOUAKCHOTT,MAURITANIA,NOUAKCHOTT,18.061891799999998,-15.931148157832908
424,MAURITIUS,PORT LOUIS,MAURITIUS,PORT LOUIS,-20.1624522,57.5028044
430,MYANMAR,YANGON,MYANMAR,YANGON,16.7967129,96.1609916
431,NEW ZEALAND,WELLINGTON,NEW ZEALAND,WELLINGTON,-41.2887953,174.7772114
432,NIGER,NIAMEY,NIGER,NIAMEY,13.524834,2.109823
434,NIGERIA,LAGOS,NIGERIA,LAGOS,6.4550575,3.3941795
447,SAINT LUCIA,CASTRIES,SAINT LUCIA,CASTRIES,13.90904385,-60.97792414113452
448,SAUDI ARABIA,JEDDAH,SAUDI ARABIA,JEDDAH,21.5810088,39.1653612
454,SOUTH AFRICA,JOHANNESBURG,SOUTH AFRICA,JOHANNESBURG,-26.205,28.049722
457,SRI LANKA,COLOMBO,SRI LANKA,COLOMBO,6.9387469,79.8541134
458,SUDAN,KHARTOUM,SUDAN,KHARTOUM,15.5635972,32.5349123
459,SURINAME,PARAMARIBO,SURINAME,PARAMARIBO,5.8247628,-55.1703941
460,SWITZERLAND,GENEVA,SWITZERLAND,GENEVA,46.2017559,6.1466014
464,TOGO,LOME,TOGO,LOME,6.130419,1.215829
472,URUGUAY,MONTEVIDEO,URUGUAY,MONTEVIDEO,-34.9058916,-56.1913095
475,VANUATU,PORT VILA,VANUATU,PORT VILA,-17.7414972,168.3150163
476,VENEZUELA,CARACAS,VENEZUELA,CARACAS,10.5060934,-66.9146008
478,VIETNAM,HO CHI MINH,VIETNAM,HO CHI MINH,10.7763897,106.7011391
479,ZIMBABWE,HARARE,ZIMBABWE,HARARE,-17.831773,31.045686
496,BOTSWANA,GABORONE,BOTSWANA,GABORONE,-24.6581357,25.9088474
497,BRAZIL,PORTO ALEGRE,BRAZIL,PORTO ALEGRE,-30.0324999,-51.2303767
514,COSTA RICA,SAN JOSE,COSTA RICA,SAN JOSE,9.9325427,-84.0795782
523,EL SALVADOR,SAN SALVADOR,EL SALVADOR,SAN SALVADOR,13.6989939,-89.1914249
524,ESTONIA,TALLINN,ESTONIA,TALLINN,59.4372155,24.7453688
532,HONDURAS,TEGUCIGALPA,HONDURAS,TEGUCIGALPA,14.1057433,-87.2040052
536,INDIA,CHENNAI,INDIA,CHENNAI,13.0836939,80.270186
548,JAPAN,OSAKA,JAPAN,OSAKA,34.661629000000005,135.49992679245517
551,KAZAKHSTAN,ALMATY,KAZAKHSTAN,ALMATY,43.2363924,76.9457275
556,KYRGYZSTAN,BISHKEK,KYRGYZSTAN,BISHKEK,42.8777895,74.6066926
566,MONTENEGRO,PODGORICA,MONTENEGRO,PODGORICA,42.4415238,19.2621081
572,NETHERLANDS,AMSTERDAM,NETHERLANDS,AMSTERDAM,52.3730796,4.8924534
574,NICARAGUA,MANAGUA,NICARAGUA,MANAGUA,12.1544035,-86.2737642
581,PAKISTAN,KARACHI,PAKISTAN,KARACHI,24.8546842,67.0207055
582,PALESTINIAN AUTHORITY,RAMALLAH,PALESTINIAN AUTHORITY,RAMALLAH,31.9179358,35.2056759
584,PARAGUAY,ASUNCION,PARAGUAY,ASUNCION,-25.2800459,-57.6343814
590,RUSSIAN FEDERATION,KALININGRAD,RUSSIAN FEDERATION,KALININGRAD,54.710128,20.5105838
592,RUSSIAN FEDERATION,NOVOSIBIRSK,RUSSIAN FEDERATION,NOVOSIBIRSK,55.0288307,82.9226887
611,TAJIKISTAN,DUSHANBE,TAJIKISTAN,DUSHANBE,38.585694700000005,68.7603746751885
615,TRINIDAD AND TOBAGO,PORT OF SPAIN,TRINIDAD AND TOBAGO,PORT OF SPAIN,10.6572678,-61.5180173
619,TÜRKIYE,IZMIR,TÜRKIYE,IZMIR,38.4224548,27.1310699
620,TURKMENISTAN,ASHGABAT,TURKMENISTAN,ASHGABAT,37.9404648,58.3823487
624,UNITED KINGDOM,EDINBURGH,UNITED KINGDOM,EDINBURGH,55.9533456,-3.1883749
628,USA,"BOSTON, MA",USA,"BOSTON, MA",42.3554334,-71.060511
630,USA,"HOUSTON, TX",USA,"HOUSTON, TX",29.7589382,-95.3676974
632,USA,"MIAMI, FL",USA,"MIAMI, FL",25.7741728,-80.19362
642,ALBANIA,GJIROKASTER,ALBANIA,GJIROKASTER,40.0770871,20.1393359
643,ALBANIA,KORCE,ALBANIA,KORCE,40.6158501,20.7771401
648,AUSTRALIA,ADELAIDE,AUSTRALIA,ADELAIDE,-34.9281805,138.5999312
650,AUSTRALIA,MELBOURNE,AUSTRALIA,MELBOURNE,-37.8142176,144.9631608
651,AUSTRALIA,PERTH,AUSTRALIA,PERTH,-31.9558933,115.8605855
661,CANADA,VANCOUVER,CANADA,VANCOUVER,49.2608724,-123.113952
670,EGYPT,ALEXANDRIA,EGYPT,ALEXANDRIA,31.1991806,29.8951716
676,GERMANY,STUTTGART,GERMANY,STUTTGART,48.7784485,9.1800132
694,LIBYA,TRIPOLI,LIBYA,TRIPOLI,32.896672,13.1777923
699,NORTH MACEDONIA,BITOLA,NORTH MACEDONIA,BITOLA,41.0316005,21.3302511
708,RUSSIAN FEDERATION,NOVOROSSIYSK,RUSSIAN FEDERATION,NOVOROSSIYSK,44.7239578,37.7690711
723,TÜRKIYE,EDIRNE,TÜRKIYE,EDIRNE,41.6759327,26.5587225
727,UKRAINE,MARIUPOL,UKRAINE,MARIUPOL,47.0957648,37.5499621
728,UKRAINE,ODESA,UKRAINE,ODESA,46.4843023,30.7322878
738,USA,"TAMPA, FL",USA,"TAMPA, FL",27.9477595,-82.458444
753,CHINA,CHONGQING,CHINA,CHONGQING,29.5656729,106.5479189
790,RUSSIAN FEDERATION,KAZAN,RUSSIAN FEDERATION,KAZAN,55.7823547,49.1242266
796,SERBIA,SUBOTICA,SERBIA,SUBOTICA,46.1002058,19.6653273
807,UKRAINE,BEREHOVE,UKRAINE,BEREHOVE,48.2050985,22.6453246
809,UKRAINE,UZHHOROD,UKRAINE,UZHHOROD,48.6223731,22.3022572
825,ALBANIA,VLORE,ALBANIA,VLORE,40.45107385,19.49510730541237
831,AUSTRALIA,BRISBANE,AUSTRALIA,BRISBANE,-27.4689682,153.0234991
844,BRAZIL,BELO HORIZONTE,BRAZIL,BELO HORIZONTE,-19.9227318,-43.9450948
846,BRAZIL,CURITIBA,BRAZIL,CURITIBA,-25.4295963,-49.2712724
870,CZECH REPUBLIC,PRAGUE,CZECH REPUBLIC,PRAGUE,50.0874654,14.4212535
875,ERITREA,ASMARA,ERITREA,ASMARA,15.3389667,38.9326763
905,LIBYA,BENGHAZI,LIBYA,BENGHAZI,32.1288331,20.0817204
937,SAN MARINO,SAN MARINO,SAN MARINO,SAN MARINO,43.9458623,12.458306
954,SWITZERLAND,LUGANO,SWITZERLAND,LUGANO,46.0038279,8.9512134
972,USA,"DETROIT, MI",USA,"DETROIT, MI",42.3315509,-83.0466403
977,USA,"PHILADELPHIA, PA",USA,"PHILADELPHIA, PA",39.9527237,-75.1635262
987,BELARUS,VITSYEBSK,BELARUS,VITEBSK,55.1930197,30.2070437
1024,RUSSIAN FEDERATION,SOVETSK,RUSSIAN FEDERATION,SOVETSK,55.0809688,21.8882673
1043,LUXEMBOURG,LUXEMBOURG,LUXEMBOURG,LUXEMBOURG,49.6112768,6.129799
1142,NETHERLANDS,ARUBA,NETHERLANDS,ARUBA,12.51756625,-69.98186415210564
1144,NETHERLANDS,WILLEMSTAD (CURACAO),NETHERLANDS,WILLEMSTAD (CURACAO),12.110006949999999,-68.9370850600204
1214,SOUTH SUDAN,JUBA,SOUTH SUDAN,JUBA,4.8459246,31.5959173
1229,BELARUS,BREST,BELARUS,BREST,52.093751,23.6851851
1230,BELARUS,GRODNO,BELARUS,GRODNO,53.6834599,23.8342648
1287,RUSSIAN FEDERATION,IRKUTSK,RUSSIAN FEDERATION,IRKUTSK,56.6370122,104.719221
1308,UKRAINE,KHARKIV,UKRAINE,KHARKIV,49.9923181,36.2310146
1310,UKRAINE,LUTSK,UKRAINE,LUTSK,50.7450733,25.320078
1312,UKRAINE,VINNYTSYA,UKRAINE,VINNYTSYA,49.2392809,28.5110617
1324,ANGOLA,BENGUELA,ANGOLA,BENGUELA,-12.9104657,14.0356608
1333,BRAZIL,SALVADOR DE BAHIA,BRAZIL,SALVADOR DE BAHIA,-12.9822499,-38.4812772
1340,CAPE VERDE,CIDADE DA PRAIA,CAPE VERDE,PRAIA,14.9162811,-23.5095095
1351,GERMANY,HAMBURG,GERMANY,HAMBURG,53.550341,10.000654
1353,GUINEA-BISSAU,BISSAU,GUINEA-BISSAU,BISSAU,11.861324,-15.583055
1355,INDIA,GOA,INDIA,GOA,15.3004543,74.0855134
1361,MACAO S.A.R.,MACAO,MACAO,MACAO,22.1899448,113.5380454
1364,MOZAMBIQUE,BEIRA,MOZAMBIQUE,BEIRA,-19.828707,34.841782
1375,SAO TOME AND PRINCIPE,SAO TOME ,SAO TOME AND PRINCIPE,SAO TOME ,0.3389242,6.7313031
1387,TIMOR-LESTE,DILI,TIMOR-LESTE,DILI,-8.5536809,125.5784093
1393,UNITED KINGDOM,MANCHESTER,UNITED KINGDOM,MANCHESTER,53.4794892,-2.2451148
1395,USA,"NEW BEDFORD, MA",USA,"NEW BEDFORD, MA",41.6362152,-70.934205
1397,USA,"NEWARK, NJ",USA,"NEWARK, NJ",40.735657,-74.1723667
1401,VENEZUELA,VALENCIA,VENEZUELA,VALENCIA,10.170026,-68.0003987
1459,BOSNIA AND HERZEGOVINA,BANJA LUKA,BOSNIA AND HERZEGOVINA,BANJA LUKA,44.7720845,17.1917651
1479,USA,"CLEVELAND, OH",USA,"CLEVELAND, OH",41.4996574,-81.6936772
1484,ANDORRA,ANDORRA LA VELLA,ANDORRA,ANDORRA LA VELLA,42.5069391,1.5212467
1486,ARGENTINA,BAHIA BLANCA,ARGENTINA,BAHIA BLANCA,-38.7176522,-62.2654871
1488,ARGENTINA,CORDOBA,ARGENTINA,CORDOBA,-31.4166867,-64.1834193
1489,ARGENTINA,MENDOZA,ARGENTINA,MENDOZA,-34.787093049999996,-68.43818677312292
1490,ARGENTINA,ROSARIO (Santa Fé),ARGENTINA,ROSARIO (Santa Fé),-32.9595004,-60.6615415
1497,BOLIVIA,SANTA CRUZ DE LA SIERRA,BOLIVIA,SANTA CRUZ DE LA SIERRA,-17.7834936,-63.1820853
1523,ECUADOR,GUAYAQUIL,ECUADOR,GUAYAQUIL,-2.2895167,-80.0983887437901
1527,EQUATORIAL GUINEA,BATA,EQUATORIAL GUINEA,BATA,1.82385155,9.856166243652915
1531,FRANCE,BORDEAUX,FRANCE,BORDEAUX,44.841225,-0.5800364
1532,FRANCE,MARSEILLE,FRANCE,MARSEILLE,43.2961743,5.3699525
1535,GERMANY,DUSSELDORF,GERMANY,DUSSELDORF,51.2254018,6.7763137
1556,ITALY,MILAN,ITALY,MILAN,45.4641943,9.1896346
1557,ITALY,NAPLES,ITALY,NAPLES,40.8358846,14.2487679
1571,MEXICO,GUADALAJARA,MEXICO,GUADALAJARA,20.6720375,-103.338396
1573,MEXICO,MONTERREY,MEXICO,MONTERREY,25.6802019,-100.315258
1574,MOROCCO,AGADIR,MOROCCO,AGADIR,30.4205162,-9.5838532
1576,MOROCCO,NADOR,MOROCCO,NADOR,35.051739350000005,-2.824650885931628
1578,MOROCCO,TANGER,MOROCCO,TANGER,35.7774341,-5.8032309
1579,MOROCCO,TETOUAN,MOROCCO,TETOUAN,35.570175,-5.3742776
1611,SWITZERLAND,ZURICH,SWITZERLAND,ZURICH,47.3744489,8.5410422
1631,USA,SAN JUAN,USA,SAN JUAN,18.465299,-66.116666
1661,LIBERIA,MONROVIA,LIBERIA,MONROVIA,6.328034,-10.797788
1748,SPAIN,BARCELONA,SPAIN,BARCELONA,41.3828939,2.1774322
